#IDXCOL=2,DATACOL=2,SEP=' '
timeStep pedestrianId x-PID9 y-PID9
1 1 32.30127779614433 114.80666175517952
1 2 65.67693760162672 115.77967070068335
1 3 126.19510663161196 115.84606709186177
1 4 136.92617832099015 115.55565456883018
2 1 32.09445009840925 114.16074438028483
2 2 65.83561985485842 115.30362394098827
2 3 126.40112023817807 115.44218193725635
2 4 137.20030187277905 114.87880086964824
2 5 163.27845349765053 115.64597833372429
3 1 31.852032744018146 113.55413687846574
3 2 65.99430210809011 114.8275771812932
3 3 126.56332975145628 115.02253195222225
3 4 137.43804115286065 114.19579694033001
3 5 163.27845349765053 115.17933732991992
4 1 31.542281482393438 112.97173477486777
4 2 66.1529843613218 114.35153042159811
4 3 126.66193921518291 114.57999269084021
4 4 137.66624632964053 113.51118140999031
4 5 163.27845349765053 114.71269632611555
4 6 150.5197234876977 118.34987999523341
5 1 31.204261119016167 112.39496601271959
5 2 66.31166661455349 113.87548366190302
5 3 126.81268208760288 114.15317726327807
5 4 137.89445150642044 112.82656587965063
5 5 163.27845349765053 114.2460553223112
5 6 150.5197234876977 117.81124039819403
6 1 30.949927351913537 111.8015205561468
6 2 66.47034886778518 113.39943690220794
6 3 126.99610931534559 113.75042281206447
6 4 138.1113327140811 112.13727548983745
6 5 163.27845349765053 113.77941431850684
6 6 150.5197234876977 117.27260080115464
6 7 158.29409283665086 118.57463016135816
7 1 30.51415138097141 111.28208627673754
7 2 66.62903112101687 112.92339014251284
7 3 127.25215083197877 113.41890615419695
7 4 138.27271948776144 111.42507540487348
7 5 163.27845349765053 113.31277331470247
7 6 150.5197234876977 116.73396120411525
7 7 158.29409283665086 118.01160745994554
7 8 87.82415154373209 118.08091594523523
8 1 30.131215294371557 110.7236527053544
8 2 66.78771337424855 112.44734338281776
8 3 127.47997324789642 113.0493819618172
8 4 138.49434367564234 110.72937243350768
8 5 163.27845349765053 112.84613231089811
8 6 150.5197234876977 116.19532160707585
8 7 158.29409283665086 117.4485847585329
8 8 87.82415154373207 117.53552858570967
9 1 29.82113336744079 110.14113342631653
9 2 66.9487767699385 111.97131495418708
9 3 127.69165825149514 112.65904929683228
9 4 138.72151868086397 110.04219258952564
9 5 163.27845349765053 112.37949130709374
9 6 150.5197234876977 115.65668201003648
9 7 158.29409283665086 116.88556205712028
9 8 87.82415154373207 116.99014122618411
10 1 29.566799600338165 109.54768796974375
10 2 67.1258589999971 111.49540984547093
10 3 127.91162869008848 112.30257551262294
10 4 138.94972385764385 109.35757705918594
10 5 163.27845349765053 111.91285030328937
10 6 150.5197234876977 115.11804241299707
10 7 158.29409283665086 116.32253935570765
10 8 87.82415154373209 116.44475386665853
11 1 29.312465833235542 108.95424251317095
11 2 67.29272386837503 111.01942607908593
11 3 128.1757626164018 111.98397293590212
11 4 139.17792903442376 108.67296152884626
11 5 163.27845349765053 111.44620929948502
11 6 150.5197234876977 114.57940281595769
11 7 158.29409283665086 115.75951665429503
11 8 87.82415154373207 115.89936650713297
11 9 47.87343392123821 117.93017372101828
12 1 29.058132066132913 108.36079705659819
12 2 67.45140612160674 110.54337931939085
12 3 128.49451917777085 111.71221052630932
12 4 139.40613421120366 107.98834599850656
12 5 163.27845349765053 110.97956829568066
12 6 150.5197234876977 114.0407632189183
12 7 158.29409283665086 115.1964939528824
12 8 87.82415154373207 115.3539791476074
12 9 47.58788613263085 117.56627808514648
12 10 34.421540384066034 117.01449439433387
13 1 28.81007595673546 107.7386643720374
13 2 67.61008837483843 110.06733255969576
13 3 128.74620273224798 111.34408980397244
13 4 139.63433938798357 107.30373046816688
13 5 163.27845349765053 110.5129272918763
13 6 150.5197234876977 113.50212362187891
13 7 158.29409283665086 114.63347125146977
13 8 87.8175564332815 114.81008280247542
13 9 47.35587844814088 117.18287482230492
13 10 34.18977448400808 116.57733439753788
14 1 28.56004090791121 107.12557491493136
14 2 67.70417804469302 109.57836728332526
14 3 128.92336410892523 110.94150702606366
14 4 139.86254456476348 106.61911493782719
14 5 163.27845349765053 110.04628628807193
14 6 150.5197234876977 112.96348402483953
14 7 158.29409283665086 114.07044855005715
14 8 87.64113191502096 114.30458127929478
14 9 47.182420142611065 116.77813877606869
14 10 33.981400259823246 116.1423064252743
15 1 28.305707140808583 106.53212945835857
15 2 67.70417804469301 109.07058407298383
15 3 128.92336410892523 110.4881144542222
15 4 140.09074974154336 105.93449940748751
15 5 163.27845349765053 109.57964528426757
15 6 150.5197234876977 112.42484442780014
15 7 158.29409283665086 113.50742584864452
15 8 87.4160287004108 113.81497838480146
15 9 47.00896183708123 116.37340272983242
15 10 33.795851299932636 115.70935885219622
15 11 53.85517041191996 118.78630749047625
16 1 28.051373373705957 105.9386840017858
16 2 67.83635054595413 108.58923536289463
16 3 129.08617956302308 110.10986457141674
16 4 140.3600719787757 105.26157340618198
16 5 163.27845349765053 109.1130042804632
16 6 150.5197234876977 111.88620483076073
16 7 158.29409283665086 112.9444031472319
16 8 87.16545291988194 113.33468937428995
16 9 46.8355035315514 115.96866668359615
16 10 33.61030234004203 115.27641127911814
16 11 53.35186258747388 118.44948826952381
17 1 27.688967785742207 105.36589144025162
17 2 67.99503279918582 108.11318860319955
17 3 129.30992923069707 109.75973708453355
17 4 140.64482368177875 104.59303398276222
17 5 163.27845349765053 108.64636327665883
17 6 150.5197234876977 111.34756523372135
17 7 158.29409283665086 112.38138044581926
17 8 87.16545291988193 112.78930201476437
17 9 46.66204522602158 115.5639306373599
17 10 33.389508907588905 114.85311957317741
17 11 52.917013273962226 118.0368800744434
18 1 27.33525965129469 104.7872459178366
18 2 68.15371505241751 107.63714184350447
18 3 129.30992923069707 109.30634451269209
18 4 140.87302885855863 103.90841845242254
18 5 163.27845349765053 108.17972227285448
18 6 150.5197234876977 110.80892563668196
18 7 158.29409283665086 111.81835774440664
18 8 87.09205597032022 112.25277675411121
18 9 46.34315521172757 115.24679165749153
18 10 33.13763721103864 114.43834232545277
18 11 52.46436001282986 117.64867103238554
19 1 26.945115965719243 104.23473467185687
19 2 68.20374722185174 107.13936506704988
19 3 129.31100322474043 108.85295455671837
19 4 141.10123403533854 103.22380292208284
19 5 163.27845349765053 107.71308126905012
19 6 150.5197234876977 110.27028603964257
19 7 158.29409283665086 111.255335042994
19 8 86.97195116017768 111.72189109675296
19 9 46.07200062089913 114.90090046744184
19 10 32.95208825114803 114.00539475237468
19 11 51.950608354112795 117.33983283211121
20 1 26.555366633620274 103.6867129202726
20 2 68.22129497030151 106.63509140639842
20 3 129.31321181793098 108.39956736422488
20 4 141.32943921211844 102.53918739174316
20 5 163.27845349765053 107.24644026524575
20 6 150.5197234876977 109.73164644260318
20 7 158.29409283665086 110.69231234158138
20 8 86.9719511601777 111.1765037372274
20 9 45.8985423153693 114.49616442120559
20 10 32.76653929125742 113.5724471792966
20 11 51.5703296375281 116.92941545785473
21 1 26.301206520493036 103.05791280208209
21 2 68.37997722353322 106.15904464670334
21 3 129.5517063246507 108.02358254080247
21 4 141.55764438889832 101.85457186140347
21 5 163.27845349765053 106.77979926144138
21 6 150.5197234876977 109.1930068455638
21 7 158.29409283665086 110.12928964016876
21 8 86.88131941142416 110.64428070366185
21 9 45.6708955829935 114.0974350958578
21 10 32.58099033136682 113.13949960621852
21 11 51.165628584026 116.49235271864681
21 12 140.3659785350012 115.48890380667174
22 1 25.92853734165592 102.50621500156807
22 2 68.5386594767649 105.68299788700826
22 3 129.7794980897954 107.63715292903564
22 4 141.78584956567823 101.16995633106379
