id,run_id,"('Parameter', 'dummy', 'number_of_agents_mean')","('Parameter', 'omnet', '**wlan[*].radio.transmitter.power')","('Parameter', 'omnet', '*.hostMobile[*].app[1].messageLength')","('Parameter', 'omnet', '*.manager.host')","('Parameter', 'omnet', '*.manager.useVadereSeed')","('Parameter', 'vadere', 'attributesSimulation.fixedSeed')","('Parameter', 'vadere', 'attributesSimulation.useFixedSeed')","('Parameter', 'vadere', 'sources.[id==1].distributionParameters')","('Parameter', 'vadere', 'sources.[id==2].distributionParameters')","('Parameter', 'vadere', 'sources.[id==5].distributionParameters')","('Parameter', 'vadere', 'sources.[id==6].distributionParameters')","('MetaInfo', 'required_wallclock_time')","('MetaInfo', 'return_code')"
550,0,240.0,1.38mW,1416B,"""vadere_Sample__550_0""",true,65722447231342458,True,[0.6],[0.6],[0.6],[0.6],913.7954196929932,0.0
551,0,240.0,0.9mW,1416B,"""vadere_Sample__551_0""",true,65722447231342458,True,[0.6],[0.6],[0.6],[0.6],1016.7454612255096,0.0
552,0,938.0,0.63mW,2318B,"""vadere_Sample__552_0""",true,65722447231342458,True,[2.345],[2.345],[2.345],[2.345],4740.767278671265,0.0
553,0,993.0,0.63mW,2318B,"""vadere_Sample__553_0""",true,65722447231342458,True,[2.4825],[2.4825],[2.4825],[2.4825],3127.7219314575195,0.0
554,0,938.0,0.63mW,3416B,"""vadere_Sample__554_0""",true,65722447231342458,True,[2.345],[2.345],[2.345],[2.345],2401.4355425834656,0.0
555,0,938.0,1.65mW,2318B,"""vadere_Sample__555_0""",true,65722447231342458,True,[2.345],[2.345],[2.345],[2.345],4669.331588506699,0.0
556,0,938.0,1.65mW,3416B,"""vadere_Sample__556_0""",true,65722447231342458,True,[2.345],[2.345],[2.345],[2.345],3181.139318704605,0.0
557,0,993.0,1.65mW,2318B,"""vadere_Sample__557_0""",true,65722447231342458,True,[2.4825],[2.4825],[2.4825],[2.4825],4150.029678106308,0.0
558,0,993.0,0.63mW,3416B,"""vadere_Sample__558_0""",true,65722447231342458,True,[2.4825],[2.4825],[2.4825],[2.4825],2828.8215341567993,0.0
559,0,993.0,1.65mW,3416B,"""vadere_Sample__559_0""",true,65722447231342458,True,[2.4825],[2.4825],[2.4825],[2.4825],2782.6895966529846,0.0
560,0,465.0,1.76mW,1318B,"""vadere_Sample__560_0""",true,65722447231342458,True,[1.1625],[1.1625],[1.1625],[1.1625],867.0592567920685,0.0
561,0,76.0,1.76mW,1318B,"""vadere_Sample__561_0""",true,65722447231342458,True,[0.19],[0.19],[0.19],[0.19],190.32820177078247,0.0
562,0,465.0,1.76mW,2416B,"""vadere_Sample__562_0""",true,65722447231342458,True,[1.1625],[1.1625],[1.1625],[1.1625],1690.854689836502,0.0
563,0,465.0,1.27mW,1318B,"""vadere_Sample__563_0""",true,65722447231342458,True,[1.1625],[1.1625],[1.1625],[1.1625],906.8173127174377,0.0
564,0,465.0,1.27mW,2416B,"""vadere_Sample__564_0""",true,65722447231342458,True,[1.1625],[1.1625],[1.1625],[1.1625],1695.5841507911682,0.0
565,0,76.0,1.27mW,1318B,"""vadere_Sample__565_0""",true,65722447231342458,True,[0.19],[0.19],[0.19],[0.19],208.31673169136047,0.0
566,0,76.0,1.76mW,2416B,"""vadere_Sample__566_0""",true,65722447231342458,True,[0.19],[0.19],[0.19],[0.19],262.99433422088623,0.0
567,0,76.0,1.27mW,2416B,"""vadere_Sample__567_0""",true,65722447231342458,True,[0.19],[0.19],[0.19],[0.19],253.62112855911255,0.0
568,0,67.0,1.01mW,3318B,"""vadere_Sample__568_0""",true,65722447231342458,True,[0.1675],[0.1675],[0.1675],[0.1675],274.0401349067688,0.0
569,0,486.0,1.01mW,3318B,"""vadere_Sample__569_0""",true,65722447231342458,True,[1.215],[1.215],[1.215],[1.215],1341.8707401752472,0.0
570,0,67.0,1.01mW,416B,"""vadere_Sample__570_0""",true,65722447231342458,True,[0.1675],[0.1675],[0.1675],[0.1675],173.36668515205383,0.0
571,0,67.0,0.52mW,3318B,"""vadere_Sample__571_0""",true,65722447231342458,True,[0.1675],[0.1675],[0.1675],[0.1675],251.19454908370972,0.0
572,0,67.0,0.52mW,416B,"""vadere_Sample__572_0""",true,65722447231342458,True,[0.1675],[0.1675],[0.1675],[0.1675],183.43700575828552,0.0
573,0,486.0,0.52mW,3318B,"""vadere_Sample__573_0""",true,65722447231342458,True,[1.215],[1.215],[1.215],[1.215],1446.3106665611267,0.0
574,0,486.0,1.01mW,416B,"""vadere_Sample__574_0""",true,65722447231342458,True,[1.215],[1.215],[1.215],[1.215],2505.335997581482,0.0
575,0,486.0,0.52mW,416B,"""vadere_Sample__575_0""",true,65722447231342458,True,[1.215],[1.215],[1.215],[1.215],2714.6334290504456,0.0
576,0,50.0,1.62mW,1443B,"""vadere_Sample__576_0""",true,65722447231342458,True,[0.125],[0.125],[0.125],[0.125],142.10030269622803,0.0
577,0,217.0,1.62mW,1443B,"""vadere_Sample__577_0""",true,65722447231342458,True,[0.5425],[0.5425],[0.5425],[0.5425],683.0237812995911,0.0
578,0,50.0,1.62mW,3541B,"""vadere_Sample__578_0""",true,65722447231342458,True,[0.125],[0.125],[0.125],[0.125],132.84540271759033,0.0
579,0,50.0,1.7mW,1443B,"""vadere_Sample__579_0""",true,65722447231342458,True,[0.125],[0.125],[0.125],[0.125],146.4188678264618,0.0
580,0,50.0,1.7mW,3541B,"""vadere_Sample__580_0""",true,65722447231342458,True,[0.125],[0.125],[0.125],[0.125],186.33109140396118,0.0
581,0,217.0,1.7mW,1443B,"""vadere_Sample__581_0""",true,65722447231342458,True,[0.5425],[0.5425],[0.5425],[0.5425],1504.0020320415497,0.0
582,0,217.0,1.62mW,3541B,"""vadere_Sample__582_0""",true,65722447231342458,True,[0.5425],[0.5425],[0.5425],[0.5425],797.1991136074066,0.0
583,0,217.0,1.7mW,3541B,"""vadere_Sample__583_0""",true,65722447231342458,True,[0.5425],[0.5425],[0.5425],[0.5425],1010.1977968215942,0.0
584,0,429.0,0.87mW,3443B,"""vadere_Sample__584_0""",true,65722447231342458,True,[1.0725],[1.0725],[1.0725],[1.0725],1233.2256767749786,0.0
585,0,894.0,0.87mW,3443B,"""vadere_Sample__585_0""",true,65722447231342458,True,[2.235],[2.235],[2.235],[2.235],2434.595646381378,0.0
586,0,429.0,0.87mW,1541B,"""vadere_Sample__586_0""",true,65722447231342458,True,[1.0725],[1.0725],[1.0725],[1.0725],1764.3139424324036,0.0
587,0,429.0,0.95mW,3443B,"""vadere_Sample__587_0""",true,65722447231342458,True,[1.0725],[1.0725],[1.0725],[1.0725],915.0629005432129,0.0
588,0,429.0,0.95mW,1541B,"""vadere_Sample__588_0""",true,65722447231342458,True,[1.0725],[1.0725],[1.0725],[1.0725],1690.2038559913635,0.0
589,0,894.0,0.95mW,3443B,"""vadere_Sample__589_0""",true,65722447231342458,True,[2.235],[2.235],[2.235],[2.235],2831.2164318561554,0.0
590,0,894.0,0.87mW,1541B,"""vadere_Sample__590_0""",true,65722447231342458,True,[2.235],[2.235],[2.235],[2.235],2500.070992708206,0.0
591,0,894.0,0.95mW,1541B,"""vadere_Sample__591_0""",true,65722447231342458,True,[2.235],[2.235],[2.235],[2.235],3644.0903067588806,0.0
592,0,848.0,1.99mW,443B,"""vadere_Sample__592_0""",true,65722447231342458,True,[2.12],[2.12],[2.12],[2.12],4595.812152147293,0.0
593,0,59.0,1.99mW,443B,"""vadere_Sample__593_0""",true,65722447231342458,True,[0.1475],[0.1475],[0.1475],[0.1475],345.9358856678009,0.0
594,0,848.0,1.99mW,541B,"""vadere_Sample__594_0""",true,65722447231342458,True,[2.12],[2.12],[2.12],[2.12],3962.583893299103,0.0
595,0,848.0,0.57mW,443B,"""vadere_Sample__595_0""",true,65722447231342458,True,[2.12],[2.12],[2.12],[2.12],4439.556908607483,0.0
596,0,848.0,0.57mW,541B,"""vadere_Sample__596_0""",true,65722447231342458,True,[2.12],[2.12],[2.12],[2.12],4199.671004533768,0.0
597,0,59.0,0.57mW,443B,"""vadere_Sample__597_0""",true,65722447231342458,True,[0.1475],[0.1475],[0.1475],[0.1475],386.15220165252686,0.0
598,0,59.0,1.99mW,541B,"""vadere_Sample__598_0""",true,65722447231342458,True,[0.1475],[0.1475],[0.1475],[0.1475],383.3746819496155,0.0
599,0,59.0,0.57mW,541B,"""vadere_Sample__599_0""",true,65722447231342458,True,[0.1475],[0.1475],[0.1475],[0.1475],412.2668378353119,0.0
600,0,204.0,1.24mW,2443B,"""vadere_Sample__600_0""",true,65722447231342458,True,[0.51],[0.51],[0.51],[0.51],822.8607831001282,0.0
601,0,448.0,1.24mW,2443B,"""vadere_Sample__601_0""",true,65722447231342458,True,[1.12],[1.12],[1.12],[1.12],1776.2812004089355,0.0
602,0,204.0,1.24mW,2541B,"""vadere_Sample__602_0""",true,65722447231342458,True,[0.51],[0.51],[0.51],[0.51],471.72216415405273,0.0
603,0,204.0,1.32mW,2443B,"""vadere_Sample__603_0""",true,65722447231342458,True,[0.51],[0.51],[0.51],[0.51],943.4123711585999,0.0
604,0,204.0,1.32mW,2541B,"""vadere_Sample__604_0""",true,65722447231342458,True,[0.51],[0.51],[0.51],[0.51],882.3007354736328,0.0
605,0,448.0,1.32mW,2443B,"""vadere_Sample__605_0""",true,65722447231342458,True,[1.12],[1.12],[1.12],[1.12],1555.7373645305634,0.0
606,0,448.0,1.24mW,2541B,"""vadere_Sample__606_0""",true,65722447231342458,True,[1.12],[1.12],[1.12],[1.12],1556.5725483894348,0.0
607,0,448.0,1.32mW,2541B,"""vadere_Sample__607_0""",true,65722447231342458,True,[1.12],[1.12],[1.12],[1.12],2004.840143442154,0.0
608,0,304.0,0.68mW,943B,"""vadere_Sample__608_0""",true,65722447231342458,True,[0.76],[0.76],[0.76],[0.76],915.406667470932,0.0
609,0,622.0,0.68mW,943B,"""vadere_Sample__609_0""",true,65722447231342458,True,[1.555],[1.555],[1.555],[1.555],2157.0909826755524,0.0
610,0,304.0,0.68mW,2041B,"""vadere_Sample__610_0""",true,65722447231342458,True,[0.76],[0.76],[0.76],[0.76],990.8002569675446,0.0
611,0,304.0,1.88mW,943B,"""vadere_Sample__611_0""",true,65722447231342458,True,[0.76],[0.76],[0.76],[0.76],903.1385986804962,0.0
612,0,304.0,1.88mW,2041B,"""vadere_Sample__612_0""",true,65722447231342458,True,[0.76],[0.76],[0.76],[0.76],854.9861302375793,0.0
613,0,622.0,1.88mW,943B,"""vadere_Sample__613_0""",true,65722447231342458,True,[1.555],[1.555],[1.555],[1.555],2564.4843821525574,0.0
614,0,622.0,0.68mW,2041B,"""vadere_Sample__614_0""",true,65722447231342458,True,[1.555],[1.555],[1.555],[1.555],2556.1267800331116,0.0
615,0,622.0,1.88mW,2041B,"""vadere_Sample__615_0""",true,65722447231342458,True,[1.555],[1.555],[1.555],[1.555],2049.132452249527,0.0
616,0,1386.0,1.43mW,2943B,"""vadere_Sample__616_0""",true,65722447231342458,True,[3.465],[3.465],[3.465],[3.465],4555.834330320358,0.0
617,0,132.0,1.43mW,2943B,"""vadere_Sample__617_0""",true,65722447231342458,True,[0.33],[0.33],[0.33],[0.33],364.8811013698578,0.0
618,0,1386.0,1.43mW,41B,"""vadere_Sample__618_0""",true,65722447231342458,True,[3.465],[3.465],[3.465],[3.465],10184.208005189896,0.0
619,0,1386.0,1.13mW,2943B,"""vadere_Sample__619_0""",true,65722447231342458,True,[3.465],[3.465],[3.465],[3.465],6220.10645699501,0.0
620,0,1386.0,1.13mW,41B,"""vadere_Sample__620_0""",true,65722447231342458,True,[3.465],[3.465],[3.465],[3.465],9656.482518434525,0.0
621,0,132.0,1.13mW,2943B,"""vadere_Sample__621_0""",true,65722447231342458,True,[0.33],[0.33],[0.33],[0.33],845.0139665603638,0.0
622,0,132.0,1.43mW,41B,"""vadere_Sample__622_0""",true,65722447231342458,True,[0.33],[0.33],[0.33],[0.33],801.2317223548889,0.0
623,0,132.0,1.13mW,41B,"""vadere_Sample__623_0""",true,65722447231342458,True,[0.33],[0.33],[0.33],[0.33],622.6767485141754,0.0
624,0,595.0,1.05mW,1943B,"""vadere_Sample__624_0""",true,65722447231342458,True,[1.4875],[1.4875],[1.4875],[1.4875],1611.6504497528076,0.0
625,0,1535.0,1.05mW,1943B,"""vadere_Sample__625_0""",true,65722447231342458,True,[3.8375],[3.8375],[3.8375],[3.8375],6752.975534915924,0.0
626,0,595.0,1.05mW,1041B,"""vadere_Sample__626_0""",true,65722447231342458,True,[1.4875],[1.4875],[1.4875],[1.4875],1530.362758398056,0.0
627,0,595.0,0.76mW,1943B,"""vadere_Sample__627_0""",true,65722447231342458,True,[1.4875],[1.4875],[1.4875],[1.4875],1939.809407711029,0.0
628,0,595.0,0.76mW,1041B,"""vadere_Sample__628_0""",true,65722447231342458,True,[1.4875],[1.4875],[1.4875],[1.4875],1800.0224182605743,0.0
629,0,1535.0,0.76mW,1943B,"""vadere_Sample__629_0""",true,65722447231342458,True,[3.8375],[3.8375],[3.8375],[3.8375],3710.103296279907,0.0
630,0,1535.0,1.05mW,1041B,"""vadere_Sample__630_0""",true,65722447231342458,True,[3.8375],[3.8375],[3.8375],[3.8375],6478.250099182129,0.0
631,0,1535.0,0.76mW,1041B,"""vadere_Sample__631_0""",true,65722447231342458,True,[3.8375],[3.8375],[3.8375],[3.8375],3664.787959575653,0.0
632,0,122.0,1.8mW,3943B,"""vadere_Sample__632_0""",true,65722447231342458,True,[0.305],[0.305],[0.305],[0.305],3687.239275932312,0.0
633,0,319.0,1.8mW,3943B,"""vadere_Sample__633_0""",true,65722447231342458,True,[0.7975],[0.7975],[0.7975],[0.7975],935.8450264930725,0.0
634,0,122.0,1.8mW,3041B,"""vadere_Sample__634_0""",true,65722447231342458,True,[0.305],[0.305],[0.305],[0.305],790.692987203598,0.0
635,0,122.0,1.51mW,3943B,"""vadere_Sample__635_0""",true,65722447231342458,True,[0.305],[0.305],[0.305],[0.305],3109.643177986145,0.0
636,0,122.0,1.51mW,3041B,"""vadere_Sample__636_0""",true,65722447231342458,True,[0.305],[0.305],[0.305],[0.305],719.2206568717957,0.0
637,0,319.0,1.51mW,3943B,"""vadere_Sample__637_0""",true,65722447231342458,True,[0.7975],[0.7975],[0.7975],[0.7975],2352.810632944107,0.0
638,0,319.0,1.8mW,3041B,"""vadere_Sample__638_0""",true,65722447231342458,True,[0.7975],[0.7975],[0.7975],[0.7975],2882.330735683441,0.0
639,0,319.0,1.51mW,3041B,"""vadere_Sample__639_0""",true,65722447231342458,True,[0.7975],[0.7975],[0.7975],[0.7975],1032.8122653961182,0.0
640,0,85.0,0.96mW,193B,"""vadere_Sample__640_0""",true,65722447231342458,True,[0.2125],[0.2125],[0.2125],[0.2125],199.43846774101257,0.0
641,0,94.0,0.96mW,193B,"""vadere_Sample__641_0""",true,65722447231342458,True,[0.23500000000000001],[0.23500000000000001],[0.23500000000000001],[0.23500000000000001],354.058296918869,0.0
642,0,85.0,0.96mW,1791B,"""vadere_Sample__642_0""",true,65722447231342458,True,[0.2125],[0.2125],[0.2125],[0.2125],540.5231690406799,0.0
643,0,85.0,1.41mW,193B,"""vadere_Sample__643_0""",true,65722447231342458,True,[0.2125],[0.2125],[0.2125],[0.2125],264.4022784233093,0.0
644,0,85.0,1.41mW,1791B,"""vadere_Sample__644_0""",true,65722447231342458,True,[0.2125],[0.2125],[0.2125],[0.2125],510.34674429893494,0.0
645,0,94.0,1.41mW,193B,"""vadere_Sample__645_0""",true,65722447231342458,True,[0.23500000000000001],[0.23500000000000001],[0.23500000000000001],[0.23500000000000001],385.78375697135925,0.0
646,0,94.0,0.96mW,1791B,"""vadere_Sample__646_0""",true,65722447231342458,True,[0.23500000000000001],[0.23500000000000001],[0.23500000000000001],[0.23500000000000001],385.92123436927795,0.0
647,0,94.0,1.41mW,1791B,"""vadere_Sample__647_0""",true,65722447231342458,True,[0.23500000000000001],[0.23500000000000001],[0.23500000000000001],[0.23500000000000001],590.2173149585724,0.0
648,0,505.0,1.71mW,2193B,"""vadere_Sample__648_0""",true,65722447231342458,True,[1.2625],[1.2625],[1.2625],[1.2625],1062.9931852817535,0.0
649,0,528.0,1.71mW,2193B,"""vadere_Sample__649_0""",true,65722447231342458,True,[1.32],[1.32],[1.32],[1.32],1377.63099193573,0.0
650,0,505.0,1.71mW,3791B,"""vadere_Sample__650_0""",true,65722447231342458,True,[1.2625],[1.2625],[1.2625],[1.2625],1423.5043776035309,0.0
651,0,505.0,0.66mW,2193B,"""vadere_Sample__651_0""",true,65722447231342458,True,[1.2625],[1.2625],[1.2625],[1.2625],1416.635304927826,0.0
652,0,505.0,0.66mW,3791B,"""vadere_Sample__652_0""",true,65722447231342458,True,[1.2625],[1.2625],[1.2625],[1.2625],1665.5212786197662,0.0
653,0,528.0,0.66mW,2193B,"""vadere_Sample__653_0""",true,65722447231342458,True,[1.32],[1.32],[1.32],[1.32],1528.3749606609344,0.0
654,0,528.0,1.71mW,3791B,"""vadere_Sample__654_0""",true,65722447231342458,True,[1.32],[1.32],[1.32],[1.32],1688.3142926692963,0.0
655,0,528.0,0.66mW,3791B,"""vadere_Sample__655_0""",true,65722447231342458,True,[1.32],[1.32],[1.32],[1.32],1601.1813230514526,0.0
656,0,1048.0,0.59mW,1193B,"""vadere_Sample__656_0""",true,65722447231342458,True,[2.62],[2.62],[2.62],[2.62],3219.3836665153503,0.0
657,0,265.0,0.59mW,1193B,"""vadere_Sample__657_0""",true,65722447231342458,True,[0.6625],[0.6625],[0.6625],[0.6625],801.7630228996277,0.0
658,0,1048.0,0.59mW,2791B,"""vadere_Sample__658_0""",true,65722447231342458,True,[2.62],[2.62],[2.62],[2.62],3208.842611551285,0.0
659,0,1048.0,1.04mW,1193B,"""vadere_Sample__659_0""",true,65722447231342458,True,[2.62],[2.62],[2.62],[2.62],2947.469698190689,0.0
660,0,1048.0,1.04mW,2791B,"""vadere_Sample__660_0""",true,65722447231342458,True,[2.62],[2.62],[2.62],[2.62],4192.079684257507,0.0
661,0,265.0,1.04mW,1193B,"""vadere_Sample__661_0""",true,65722447231342458,True,[0.6625],[0.6625],[0.6625],[0.6625],703.1118361949921,0.0
662,0,265.0,0.59mW,2791B,"""vadere_Sample__662_0""",true,65722447231342458,True,[0.6625],[0.6625],[0.6625],[0.6625],2232.3004636764526,0.0
663,0,265.0,1.04mW,2791B,"""vadere_Sample__663_0""",true,65722447231342458,True,[0.6625],[0.6625],[0.6625],[0.6625],1632.7427458763123,0.0
664,0,252.0,1.34mW,3193B,"""vadere_Sample__664_0""",true,65722447231342458,True,[0.63],[0.63],[0.63],[0.63],890.2310833930969,0.0
665,0,1117.0,1.34mW,3193B,"""vadere_Sample__665_0""",true,65722447231342458,True,[2.7925],[2.7925],[2.7925],[2.7925],4368.980477571487,0.0
666,0,252.0,1.34mW,791B,"""vadere_Sample__666_0""",true,65722447231342458,True,[0.63],[0.63],[0.63],[0.63],909.7447757720947,0.0
667,0,252.0,1.79mW,3193B,"""vadere_Sample__667_0""",true,65722447231342458,True,[0.63],[0.63],[0.63],[0.63],513.3592772483826,0.0
668,0,252.0,1.79mW,791B,"""vadere_Sample__668_0""",true,65722447231342458,True,[0.63],[0.63],[0.63],[0.63],781.0372359752655,0.0
669,0,1117.0,1.79mW,3193B,"""vadere_Sample__669_0""",true,65722447231342458,True,[2.7925],[2.7925],[2.7925],[2.7925],3027.0410425662994,0.0
670,0,1117.0,1.34mW,791B,"""vadere_Sample__670_0""",true,65722447231342458,True,[2.7925],[2.7925],[2.7925],[2.7925],5829.399688720703,0.0
671,0,1117.0,1.79mW,791B,"""vadere_Sample__671_0""",true,65722447231342458,True,[2.7925],[2.7925],[2.7925],[2.7925],3905.9656326770782,0.0
672,0,161.0,1.9mW,1693B,"""vadere_Sample__672_0""",true,65722447231342458,True,[0.4025],[0.4025],[0.4025],[0.4025],485.9821217060089,0.0
673,0,740.0,1.9mW,1693B,"""vadere_Sample__673_0""",true,65722447231342458,True,[1.85],[1.85],[1.85],[1.85],1949.5886385440826,0.0
674,0,161.0,1.9mW,291B,"""vadere_Sample__674_0""",true,65722447231342458,True,[0.4025],[0.4025],[0.4025],[0.4025],1359.504741191864,0.0
675,0,161.0,1.6mW,1693B,"""vadere_Sample__675_0""",true,65722447231342458,True,[0.4025],[0.4025],[0.4025],[0.4025],733.0589382648468,0.0
676,0,161.0,1.6mW,291B,"""vadere_Sample__676_0""",true,65722447231342458,True,[0.4025],[0.4025],[0.4025],[0.4025],1195.4074687957764,0.0
677,0,740.0,1.6mW,1693B,"""vadere_Sample__677_0""",true,65722447231342458,True,[1.85],[1.85],[1.85],[1.85],2819.4022533893585,0.0
678,0,740.0,1.9mW,291B,"""vadere_Sample__678_0""",true,65722447231342458,True,[1.85],[1.85],[1.85],[1.85],4870.335447311401,0.0
679,0,740.0,1.6mW,291B,"""vadere_Sample__679_0""",true,65722447231342458,True,[1.85],[1.85],[1.85],[1.85],3633.0716519355774,0.0
680,0,706.0,1.15mW,3693B,"""vadere_Sample__680_0""",true,65722447231342458,True,[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],2041.3143248558044,0.0
681,0,172.0,1.15mW,3693B,"""vadere_Sample__681_0""",true,65722447231342458,True,[0.43],[0.43],[0.43],[0.43],3595.364819288254,0.0
682,0,706.0,1.15mW,2291B,"""vadere_Sample__682_0""",true,65722447231342458,True,[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],2729.6233127117157,0.0
683,0,706.0,0.85mW,3693B,"""vadere_Sample__683_0""",true,65722447231342458,True,[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],2717.657015800476,0.0
684,0,706.0,0.85mW,2291B,"""vadere_Sample__684_0""",true,65722447231342458,True,[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],[1.7650000000000001],2795.4114968776703,0.0
685,0,172.0,0.85mW,3693B,"""vadere_Sample__685_0""",true,65722447231342458,True,[0.43],[0.43],[0.43],[0.43],2029.395696401596,0.0
686,0,172.0,1.15mW,2291B,"""vadere_Sample__686_0""",true,65722447231342458,True,[0.43],[0.43],[0.43],[0.43],1595.0212941169739,0.0
687,0,172.0,0.85mW,2291B,"""vadere_Sample__687_0""",true,65722447231342458,True,[0.43],[0.43],[0.43],[0.43],936.6283288002014,0.0
688,0,362.0,1.52mW,693B,"""vadere_Sample__688_0""",true,65722447231342458,True,[0.905],[0.905],[0.905],[0.905],1229.10360121727,0.0
689,0,379.0,1.52mW,693B,"""vadere_Sample__689_0""",true,65722447231342458,True,[0.9475],[0.9475],[0.9475],[0.9475],2109.152242422104,0.0
690,0,362.0,1.52mW,3291B,"""vadere_Sample__690_0""",true,65722447231342458,True,[0.905],[0.905],[0.905],[0.905],1212.9724702835083,0.0
691,0,362.0,1.23mW,693B,"""vadere_Sample__691_0""",true,65722447231342458,True,[0.905],[0.905],[0.905],[0.905],1514.0930829048157,0.0
692,0,362.0,1.23mW,3291B,"""vadere_Sample__692_0""",true,65722447231342458,True,[0.905],[0.905],[0.905],[0.905],1185.3619997501373,0.0
693,0,379.0,1.23mW,693B,"""vadere_Sample__693_0""",true,65722447231342458,True,[0.9475],[0.9475],[0.9475],[0.9475],1318.7575340270996,0.0
694,0,379.0,1.52mW,3291B,"""vadere_Sample__694_0""",true,65722447231342458,True,[0.9475],[0.9475],[0.9475],[0.9475],802.8283607959747,0.0
695,0,379.0,1.23mW,3291B,"""vadere_Sample__695_0""",true,65722447231342458,True,[0.9475],[0.9475],[0.9475],[0.9475],1234.323008775711,0.0
696,0,18.0,0.77mW,2693B,"""vadere_Sample__696_0""",true,65722447231342458,True,[0.045],[0.045],[0.045],[0.045],85.64208841323853,0.0
697,0,27.0,0.77mW,2693B,"""vadere_Sample__697_0""",true,65722447231342458,True,[0.0675],[0.0675],[0.0675],[0.0675],205.95604157447815,0.0
698,0,18.0,0.77mW,1291B,"""vadere_Sample__698_0""",true,65722447231342458,True,[0.045],[0.045],[0.045],[0.045],57.25121784210205,0.0
699,0,18.0,1.98mW,2693B,"""vadere_Sample__699_0""",true,65722447231342458,True,[0.045],[0.045],[0.045],[0.045],79.78286671638489,0.0
700,0,18.0,1.98mW,1291B,"""vadere_Sample__700_0""",true,65722447231342458,True,[0.045],[0.045],[0.045],[0.045],196.6817922592163,0.0
701,0,27.0,1.98mW,2693B,"""vadere_Sample__701_0""",true,65722447231342458,True,[0.0675],[0.0675],[0.0675],[0.0675],179.4116654396057,0.0
702,0,27.0,0.77mW,1291B,"""vadere_Sample__702_0""",true,65722447231342458,True,[0.0675],[0.0675],[0.0675],[0.0675],93.74648928642273,0.0
703,0,27.0,1.98mW,1291B,"""vadere_Sample__703_0""",true,65722447231342458,True,[0.0675],[0.0675],[0.0675],[0.0675],79.00554418563843,0.0
704,0,22.0,1.44mW,99B,"""vadere_Sample__704_0""",true,65722447231342458,True,[0.055],[0.055],[0.055],[0.055],64.02568650245667,0.0
705,0,538.0,1.44mW,99B,"""vadere_Sample__705_0""",true,65722447231342458,True,[1.345],[1.345],[1.345],[1.345],4578.354518175125,0.0
706,0,22.0,1.44mW,634B,"""vadere_Sample__706_0""",true,65722447231342458,True,[0.055],[0.055],[0.055],[0.055],65.49440836906433,0.0
707,0,22.0,1.5mW,99B,"""vadere_Sample__707_0""",true,65722447231342458,True,[0.055],[0.055],[0.055],[0.055],62.774693727493286,0.0
708,0,22.0,1.5mW,634B,"""vadere_Sample__708_0""",true,65722447231342458,True,[0.055],[0.055],[0.055],[0.055],63.07600021362305,0.0
709,0,538.0,1.5mW,99B,"""vadere_Sample__709_0""",true,65722447231342458,True,[1.345],[1.345],[1.345],[1.345],4063.4929163455963,0.0
710,0,538.0,1.44mW,634B,"""vadere_Sample__710_0""",true,65722447231342458,True,[1.345],[1.345],[1.345],[1.345],2789.9411611557007,0.0
711,0,538.0,1.5mW,634B,"""vadere_Sample__711_0""",true,65722447231342458,True,[1.345],[1.345],[1.345],[1.345],1714.3125095367432,0.0
712,0,370.0,0.69mW,2099B,"""vadere_Sample__712_0""",true,65722447231342458,True,[0.925],[0.925],[0.925],[0.925],920.1458897590637,0.0
713,0,99.0,0.69mW,2099B,"""vadere_Sample__713_0""",true,65722447231342458,True,[0.2475],[0.2475],[0.2475],[0.2475],519.6199367046356,0.0
714,0,370.0,0.69mW,2634B,"""vadere_Sample__714_0""",true,65722447231342458,True,[0.925],[0.925],[0.925],[0.925],1336.3898437023163,0.0
715,0,370.0,0.75mW,2099B,"""vadere_Sample__715_0""",true,65722447231342458,True,[0.925],[0.925],[0.925],[0.925],949.0399429798126,0.0
716,0,370.0,0.75mW,2634B,"""vadere_Sample__716_0""",true,65722447231342458,True,[0.925],[0.925],[0.925],[0.925],1148.3930554389954,0.0
717,0,99.0,0.75mW,2099B,"""vadere_Sample__717_0""",true,65722447231342458,True,[0.2475],[0.2475],[0.2475],[0.2475],355.5242431163788,0.0
718,0,99.0,0.69mW,2634B,"""vadere_Sample__718_0""",true,65722447231342458,True,[0.2475],[0.2475],[0.2475],[0.2475],624.7355933189392,0.0
719,0,99.0,0.75mW,2634B,"""vadere_Sample__719_0""",true,65722447231342458,True,[0.2475],[0.2475],[0.2475],[0.2475],433.740106344223,0.0
720,0,721.0,1.82mW,1099B,"""vadere_Sample__720_0""",true,65722447231342458,True,[1.8025],[1.8025],[1.8025],[1.8025],2337.2442824840546,0.0
721,0,1154.0,1.82mW,1099B,"""vadere_Sample__721_0""",true,65722447231342458,True,[2.8850000000000002],[2.8850000000000002],[2.8850000000000002],[2.8850000000000002],3644.7056658267975,0.0
722,0,721.0,1.82mW,3634B,"""vadere_Sample__722_0""",true,65722447231342458,True,[1.8025],[1.8025],[1.8025],[1.8025],2125.8262972831726,0.0
