id,run_id,unknown_index_0,timeToInform95PercentAgents
216,0,0,2.8
217,0,0,4.8
218,0,0,7.6
219,0,0,10.8
220,0,0,8.8
221,0,0,5.6
222,0,0,4.8
223,0,0,4.8
224,0,0,3.6
225,0,0,3.6
226,0,0,4.8
227,0,0,4
228,0,0,8.8
229,0,0,4.8
230,0,0,3.6
231,0,0,4.8
232,0,0,3.6
233,0,0,17.2
234,0,0,4.8
235,0,0,3.6
236,0,0,3.6
237,0,0,16.4
238,0,0,8.8
239,0,0,16
240,0,0,4.8
241,0,0,3.6
242,0,0,4.8
243,0,0,4.8
244,0,0,6.8
245,0,0,3.6
246,0,0,3.2
247,0,0,3.6
248,0,0,8.8
249,0,0,9.6
250,0,0,12.4
251,0,0,7.6
252,0,0,7.6
253,0,0,4.8
254,0,0,6.8
255,0,0,5.6
256,0,0,5.2
257,0,0,10.8
258,0,0,6.8
259,0,0,4.8
260,0,0,4
261,0,0,10.8
262,0,0,10.8
263,0,0,10.8
264,0,0,5.6
265,0,0,4.8
266,0,0,3.6
267,0,0,4.8
268,0,0,4.8
269,0,0,6.8
270,0,0,6.8
271,0,0,5.6
272,0,0,3.6
273,0,0,5.6
274,0,0,3.6
275,0,0,4.8
276,0,0,3.6
277,0,0,5.6
278,0,0,28.79999999999996
279,0,0,4.8
280,0,0,4.8
281,0,0,3.6
282,0,0,6.8
283,0,0,7.6
284,0,0,4.8
285,0,0,3.6
286,0,0,4.8
287,0,0,4.8
288,0,0,5.6
289,0,0,3.6
290,0,0,4.8
291,0,0,4.8
292,0,0,12.4
293,0,0,5.6
294,0,0,5.6
295,0,0,5.2
296,0,0,3.6
297,0,0,17.6
298,0,0,4.8
299,0,0,4.8
300,0,0,4.8
301,0,0,4.8
302,0,0,4.8
303,0,0,4.8
304,0,0,4.8
305,0,0,5.6
306,0,0,4.8
307,0,0,3.6
308,0,0,5.6
309,0,0,4.8
310,0,0,3.6
311,0,0,4.8
312,0,0,15.6
313,0,0,10.4
314,0,0,9.6
315,0,0,6.4
316,0,0,9.6
317,0,0,6.8
318,0,0,12.8
319,0,0,7.2
320,0,0,15.6
321,0,0,4.8
322,0,0,15.6
323,0,0,15.6
324,0,0,15.6
325,0,0,3.6
326,0,0,4.8
327,0,0,4.8
328,0,0,5.6
329,0,0,5.6
330,0,0,4.8
331,0,0,3.6
332,0,0,8.8
333,0,0,4.8
334,0,0,6.8
335,0,0,10.4
336,0,0,4.8
337,0,0,4.8
338,0,0,3.6
339,0,0,4.8
340,0,0,4.8
341,0,0,4.8
342,0,0,4.8
343,0,0,4.8
344,0,0,3.6
345,0,0,13.6
346,0,0,8.4
347,0,0,6.8
348,0,0,3.6
349,0,0,14
350,0,0,13.6
351,0,0,13.2
352,0,0,7.6
353,0,0,12.8
354,0,0,7.6
355,0,0,5.6
356,0,0,5.6
357,0,0,12.8
358,0,0,12.8
359,0,0,7.6
360,0,0,3.6
361,0,0,5.6
362,0,0,2.8
363,0,0,4.8
364,0,0,3.6
365,0,0,4.8
366,0,0,5.6
367,0,0,4.8
368,0,0,4.8
369,0,0,4.8
370,0,0,3.6
371,0,0,4.8
372,0,0,4.8
373,0,0,6
374,0,0,4.8
375,0,0,4.8
376,0,0,11.6
377,0,0,3.6
378,0,0,24
379,0,0,33.5999999999999
380,0,0,30
381,0,0,3.6
382,0,0,4
383,0,0,4
384,0,0,7.2
385,0,0,4.8
386,0,0,14.8
387,0,0,5.6
388,0,0,5.2
389,0,0,4.8
390,0,0,4.8
391,0,0,4.8
392,0,0,3.6
393,0,0,24.4
394,0,0,4.8
395,0,0,4.8
396,0,0,5.6
397,0,0,14.4
398,0,0,23.6
399,0,0,16
400,0,0,4.8
401,0,0,4.8
402,0,0,5.6
403,0,0,4.4
404,0,0,3.6
405,0,0,4.8
406,0,0,3.6
407,0,0,3.6
408,0,0,5.6
409,0,0,5.6
410,0,0,2.8
411,0,0,3.6
412,0,0,5.6
413,0,0,4.8
414,0,0,3.6
415,0,0,3.6
416,0,0,5.2
417,0,0,6.4
418,0,0,7.2
419,0,0,5.6
420,0,0,10.4
421,0,0,5.6
422,0,0,5.6
423,0,0,6.4
424,0,0,5.6
425,0,0,3.6
426,0,0,3.6
427,0,0,3.6
428,0,0,4.8
429,0,0,3.6
430,0,0,4.8
431,0,0,3.6
432,0,0,4.8
433,0,0,10.8
434,0,0,6.8
435,0,0,6
436,0,0,4.8
437,0,0,10.8
438,0,0,11.6
439,0,0,10.8
440,0,0,14
441,0,0,5.6
442,0,0,11.6
443,0,0,6.4
444,0,0,11.6
445,0,0,5.6
446,0,0,3.6
447,0,0,6.8
448,0,0,15.6
449,0,0,4.8
450,0,0,15.6
451,0,0,15.6
452,0,0,15.2
453,0,0,3.6
454,0,0,5.6
455,0,0,4.8
456,0,0,4.8
457,0,0,4.8
458,0,0,4.8
459,0,0,3.6
460,0,0,6.8
461,0,0,15.6
462,0,0,4.8
463,0,0,5.6
464,0,0,4.8
465,0,0,5.6
466,0,0,4.8
467,0,0,2.8
468,0,0,4.8
469,0,0,4.8
470,0,0,4.8
471,0,0,4.8
472,0,0,7.6
473,0,0,10.8
474,0,0,4.8
475,0,0,16.8
476,0,0,7.2
477,0,0,9.6
478,0,0,8
479,0,0,10.8
480,0,0,4.8
481,0,0,8.8
482,0,0,8.8
483,0,0,5.6
484,0,0,5.6
485,0,0,8.8
486,0,0,15.2
487,0,0,16.8
488,0,0,3.6
489,0,0,4.8
490,0,0,4.8
491,0,0,3.6
492,0,0,4.8
493,0,0,4.8
494,0,0,4.8
495,0,0,3.6
496,0,0,3.6
497,0,0,2.8
498,0,0,3.6
499,0,0,3.6
500,0,0,5.6
501,0,0,4.8
502,0,0,2.8
503,0,0,4.8
504,0,0,7.6
505,0,0,4.8
506,0,0,20.4
507,0,0,6.8
508,0,0,7.6
509,0,0,4.8
510,0,0,3.6
511,0,0,6.8
512,0,0,9.6
513,0,0,9.6
514,0,0,11.2
515,0,0,14.4
516,0,0,6
517,0,0,5.6
518,0,0,4.8
519,0,0,4.8
520,0,0,4.8
521,0,0,14.8
522,0,0,6.8
523,0,0,4.8
524,0,0,4.8
525,0,0,14.8
526,0,0,14.8
527,0,0,14.8
528,0,0,4.8
529,0,0,4
530,0,0,4
531,0,0,2.8
532,0,0,3.6
533,0,0,5.6
534,0,0,4.8
535,0,0,2.8
536,0,0,3.6
537,0,0,13.2
538,0,0,6.8
539,0,0,5.6
540,0,0,6.8
541,0,0,8.4
542,0,0,8.8
543,0,0,8.4
544,0,0,4.8
545,0,0,3.6
546,0,0,4.8
547,0,0,4.8
548,0,0,8
549,0,0,4.8
550,0,0,6.4
551,0,0,5.6
552,0,0,5.6
553,0,0,3.6
554,0,0,3.6
555,0,0,5.6
556,0,0,4.8
557,0,0,4.8
558,0,0,3.6
559,0,0,3.6
560,0,0,3.6
561,0,0,7.6
562,0,0,4.8
563,0,0,3.6
564,0,0,4.8
565,0,0,7.6
566,0,0,7.2
567,0,0,7.6
568,0,0,10.8
569,0,0,4.8
570,0,0,4.8
571,0,0,10
572,0,0,4.8
573,0,0,4.8
574,0,0,4.8
575,0,0,4.4
576,0,0,4.8
577,0,0,4.8
578,0,0,5.6
579,0,0,4.8
580,0,0,8.4
581,0,0,10.8
582,0,0,7.6
583,0,0,9.2
584,0,0,4.8
585,0,0,4
586,0,0,5.6
587,0,0,3.6
588,0,0,5.6
589,0,0,4.8
590,0,0,3.6
591,0,0,4.8
592,0,0,4.8
593,0,0,15.6
594,0,0,4.8
595,0,0,4.8
596,0,0,4.8
597,0,0,15.6
598,0,0,15.6
599,0,0,15.2
600,0,0,4.8
601,0,0,4.8
602,0,0,3.6
603,0,0,7.6
604,0,0,7.6
605,0,0,4.8
606,0,0,4.8
607,0,0,6.8
608,0,0,4.8
609,0,0,4.8
610,0,0,5.6
611,0,0,3.6
612,0,0,4.8
613,0,0,5.6
614,0,0,6.8
615,0,0,5.6
616,0,0,3.6
617,0,0,5.6
618,0,0,3.6
619,0,0,4.8
620,0,0,4.8
621,0,0,14.4
622,0,0,5.6
623,0,0,5.6
624,0,0,4.8
625,0,0,4.8
626,0,0,4.4
627,0,0,5.6
628,0,0,4.8
629,0,0,2.8
630,0,0,4.8
631,0,0,2.8
632,0,0,53.5999999999999
633,0,0,5.6
634,0,0,12.8
635,0,0,45.5999999999999
636,0,0,12.8
637,0,0,11.6
638,0,0,14
639,0,0,5.6
640,0,0,3.6
641,0,0,5.6
642,0,0,14.8
643,0,0,4.8
644,0,0,14.8
645,0,0,5.6
646,0,0,9.2
647,0,0,14.8
648,0,0,3.6
649,0,0,4.8
650,0,0,3.6
651,0,0,4.8
652,0,0,4.8
653,0,0,4.8
654,0,0,4.8
655,0,0,4.8
656,0,0,4
657,0,0,5.6
658,0,0,3.6
659,0,0,4
660,0,0,4.8
661,0,0,4.8
662,0,0,12.8
663,0,0,9.6
664,0,0,6.8
665,0,0,4.8
666,0,0,5.6
667,0,0,3.6
668,0,0,4.8
669,0,0,3.6
670,0,0,5.6
671,0,0,3.6
672,0,0,5.6
673,0,0,3.6
674,0,0,8.8
675,0,0,6
676,0,0,6
677,0,0,4.8
678,0,0,4.8
679,0,0,3.6
680,0,0,4.8
681,0,0,37.1999999999999
682,0,0,4.8
683,0,0,4.8
684,0,0,4.8
685,0,0,21.2
686,0,0,11.6
687,0,0,8.8
688,0,0,3.6
689,0,0,6.8
690,0,0,5.6
691,0,0,5.6
692,0,0,5.6
693,0,0,4.8
694,0,0,3.6
695,0,0,5.6
696,0,0,7.2
697,0,0,22.4
698,0,0,3.6
699,0,0,6
700,0,0,4.8
701,0,0,13.2
702,0,0,7.6
703,0,0,7.6
704,0,0,2.8
705,0,0,4.8
706,0,0,3.6
707,0,0,2.8
708,0,0,3.6
709,0,0,4.8
710,0,0,5.6
711,0,0,3.6
712,0,0,4.8
713,0,0,14
714,0,0,5.6
715,0,0,4.8
716,0,0,4.8
717,0,0,8.8
718,0,0,14.4
719,0,0,9.6
720,0,0,4.8
721,0,0,4
722,0,0,4.8
723,0,0,4.8
724,0,0,4.8
725,0,0,4.8
726,0,0,3.6
727,0,0,4.8
728,0,0,9.6
729,0,0,4.8
730,0,0,9.2
731,0,0,5.6
732,0,0,3.6
733,0,0,5.6
734,0,0,4.8
735,0,0,7.2
736,0,0,6.8
737,0,0,5.6
738,0,0,7.6
739,0,0,4.8
740,0,0,4.8
741,0,0,6.8
742,0,0,5.6
743,0,0,5.6
744,0,0,3.6
745,0,0,3.6
746,0,0,4.8
747,0,0,4.8
748,0,0,3.6
749,0,0,4.8
750,0,0,4.8
751,0,0,4.8
752,0,0,4.8
753,0,0,14.8
754,0,0,4.8
755,0,0,5.6
756,0,0,3.6
757,0,0,14.8
758,0,0,14.8
759,0,0,14.8
760,0,0,8.8
761,0,0,4.8
762,0,0,2.8
763,0,0,11.6
764,0,0,2.8
765,0,0,3.6
766,0,0,4.8
767,0,0,3.6
768,0,0,14.4
769,0,0,3.6
770,0,0,2.8
771,0,0,21.6
772,0,0,10
773,0,0,4.8
774,0,0,4.8
775,0,0,4.8
776,0,0,5.6
777,0,0,3.6
778,0,0,4.8
779,0,0,4.8
780,0,0,4.8
781,0,0,8.8
782,0,0,6.4
783,0,0,5.6
784,0,0,3.6
785,0,0,2.8
786,0,0,3.6
787,0,0,2.8
788,0,0,4.8
789,0,0,4.8
790,0,0,3.6
791,0,0,5.6
792,0,0,4.8
793,0,0,11.2
794,0,0,7.6
795,0,0,6.8
796,0,0,3.6
797,0,0,12.4
798,0,0,22
799,0,0,9.2
800,0,0,9.2
801,0,0,9.2
802,0,0,8.8
803,0,0,8.8
804,0,0,8.8
805,0,0,7.2
806,0,0,33.1999999999999
807,0,0,22.8
808,0,0,3.6
809,0,0,3.6
810,0,0,4.8
811,0,0,3.6
812,0,0,3.6
813,0,0,5.6
814,0,0,4.8
815,0,0,5.6
816,0,0,6.8
817,0,0,4.8
818,0,0,4.8
819,0,0,6
820,0,0,4.8
821,0,0,4.8
822,0,0,6
823,0,0,4.8
824,0,0,11.2
825,0,0,3.6
826,0,0,9.6
827,0,0,16.4
828,0,0,10
829,0,0,4.8
830,0,0,6
831,0,0,4.8
832,0,0,20.8
833,0,0,4.8
834,0,0,14.4
835,0,0,8.8
836,0,0,5.6
837,0,0,5.6
838,0,0,4.8
839,0,0,6.8
840,0,0,5.6
841,0,0,5.6
842,0,0,5.6
843,0,0,5.6
844,0,0,6.8
845,0,0,3.6
846,0,0,5.6
847,0,0,5.6
848,0,0,5.6
849,0,0,9.6
850,0,0,4.8
851,0,0,3.6
852,0,0,3.6
853,0,0,6.8
854,0,0,5.6
855,0,0,5.6
856,0,0,4.8
857,0,0,4.8
858,0,0,7.2
859,0,0,29.2
860,0,0,6.8
861,0,0,4.8
862,0,0,4.8
863,0,0,5.6
864,0,0,3.6
865,0,0,3.6
866,0,0,3.6
867,0,0,3.6
868,0,0,3.6
869,0,0,2.8
870,0,0,3.6
871,0,0,3.6
872,0,0,3.6
873,0,0,4.8
874,0,0,4
875,0,0,3.6
876,0,0,4
877,0,0,6.8
878,0,0,10.4
879,0,0,8.8
880,0,0,2.8
881,0,0,2.8
882,0,0,4.8
883,0,0,4.8
884,0,0,4.8
885,0,0,4.8
886,0,0,5.6
887,0,0,4.8
888,0,0,31.2
889,0,0,9.2
890,0,0,12.4
891,0,0,13.6
892,0,0,8.8
893,0,0,5.6
894,0,0,6
895,0,0,5.2
896,0,0,4.8
897,0,0,5.6
898,0,0,6
899,0,0,3.6
900,0,0,16
901,0,0,6.8
902,0,0,6.8
903,0,0,5.6
904,0,0,3.6
905,0,0,3.6
906,0,0,5.6
907,0,0,4.8
908,0,0,4.8
909,0,0,4.8
910,0,0,4.8
911,0,0,3.6
912,0,0,4.8
913,0,0,5.6
914,0,0,3.6
915,0,0,5.6
916,0,0,3.6
917,0,0,6.8
918,0,0,5.6
919,0,0,7.2
920,0,0,7.6
921,0,0,5.6
922,0,0,9.6
923,0,0,7.6
924,0,0,4.8
925,0,0,4.8
926,0,0,4.8
927,0,0,5.6
928,0,0,5.6
929,0,0,6.8
930,0,0,10.8
931,0,0,6.8
932,0,0,5.6
933,0,0,5.6
934,0,0,4.8
935,0,0,3.6
936,0,0,3.6
937,0,0,16
938,0,0,3.6
939,0,0,3.6
940,0,0,3.6
941,0,0,21.6
942,0,0,11.6
943,0,0,11.6
944,0,0,5.6
945,0,0,4.8
946,0,0,4.8
947,0,0,4.8
948,0,0,4.8
949,0,0,3.6
950,0,0,5.6
951,0,0,4.8
952,0,0,16.8
953,0,0,7.6
954,0,0,16.8
955,0,0,16
956,0,0,16
957,0,0,7.6
958,0,0,4.8
959,0,0,6.8
960,0,0,4.8
961,0,0,15.2
962,0,0,6.8
963,0,0,5.6
964,0,0,4.8
965,0,0,10
966,0,0,5.6
967,0,0,3.6
968,0,0,5.6
969,0,0,5.6
970,0,0,6.8
971,0,0,4.8
972,0,0,8.8
973,0,0,4.8
974,0,0,5.6
975,0,0,5.6
976,0,0,3.6
977,0,0,2.8
978,0,0,3.6
979,0,0,4
980,0,0,5.6
981,0,0,6.8
982,0,0,8.8
983,0,0,7.6
984,0,0,7.6
985,0,0,3.6
986,0,0,12
987,0,0,11.6
988,0,0,7.6
989,0,0,3.6
990,0,0,5.6
991,0,0,3.2
992,0,0,2.8
993,0,0,4.8
994,0,0,5.6
995,0,0,5.6
996,0,0,3.6
997,0,0,5.6
998,0,0,3.6
999,0,0,4.8
1000,0,0,3.6
1001,0,0,12.8
1002,0,0,3.6
1003,0,0,3.6
1004,0,0,4.8
1005,0,0,14.4
1006,0,0,4.8
1007,0,0,10.8
1008,0,0,3.6
1009,0,0,5.6
1010,0,0,4.8
1011,0,0,5.6
1012,0,0,5.6
1013,0,0,5.6
1014,0,0,6.8
1015,0,0,5.6
1016,0,0,5.6
1017,0,0,6.4
1018,0,0,10.8
1019,0,0,11.2
1020,0,0,4.8
1021,0,0,12
1022,0,0,12
1023,0,0,12
1024,0,0,5.6
1025,0,0,3.6
1026,0,0,6.4
1027,0,0,5.6
1028,0,0,6.8
1029,0,0,7.2
1030,0,0,5.6
1031,0,0,5.2
1032,0,0,4.8
1033,0,0,4.8
1034,0,0,4.8
1035,0,0,6.8
1036,0,0,4.4
1037,0,0,4.8
1038,0,0,5.6
1039,0,0,2.8
1040,0,0,4.8
1041,0,0,9.6
1042,0,0,3.6
1043,0,0,4.8
1044,0,0,3.6
1045,0,0,9.6
1046,0,0,9.6
1047,0,0,9.6
1048,0,0,3.6
1049,0,0,4.8
1050,0,0,4.8
1051,0,0,5.6
1052,0,0,11.6
1053,0,0,7.6
1054,0,0,6.8
1055,0,0,5.6
1056,0,0,5.6
1057,0,0,3.6
1058,0,0,5.6
1059,0,0,7.6
1060,0,0,8.8
1061,0,0,4.8
1062,0,0,4.8
1063,0,0,4.8
1064,0,0,3.6
1065,0,0,5.6
1066,0,0,3.6
1067,0,0,2.8
1068,0,0,4.8
1069,0,0,5.6
1070,0,0,24.4
1071,0,0,7.6
1072,0,0,6.8
1073,0,0,3.6
1074,0,0,4.8
1075,0,0,4.8
1076,0,0,5.6
1077,0,0,3.6
1078,0,0,5.6
1079,0,0,3.6
1080,0,0,10
1081,0,0,7.6
1082,0,0,8.8
1083,0,0,9.2
1084,0,0,7.6
1085,0,0,14.8
1086,0,0,3.6
1087,0,0,4.8
1088,0,0,5.6
1089,0,0,5.6
1090,0,0,5.6
1091,0,0,5.6
1092,0,0,5.6
1093,0,0,5.6
1094,0,0,3.6
1095,0,0,5.6
1096,0,0,6.8
1097,0,0,7.6
1098,0,0,5.6
1099,0,0,7.6
1100,0,0,3.6
1101,0,0,7.6
1102,0,0,7.6
1103,0,0,7.6
1104,0,0,4.8
1105,0,0,3.6
1106,0,0,4.8
1107,0,0,3.6
1108,0,0,5.6
1109,0,0,4.8
1110,0,0,3.6
1111,0,0,4
1112,0,0,6.8
1113,0,0,15.2
1114,0,0,3.6
1115,0,0,24.4
1116,0,0,2.8
1117,0,0,9.6
1118,0,0,3.6
1119,0,0,5.6
1120,0,0,5.6
1121,0,0,8.8
1122,0,0,6.4
1123,0,0,6.8
1124,0,0,5.6
1125,0,0,3.6
1126,0,0,3.6
1127,0,0,6.8
1128,0,0,4.8
1129,0,0,3.6
1130,0,0,5.6
1131,0,0,4
1132,0,0,4.8
1133,0,0,4.8
1134,0,0,3.6
1135,0,0,3.6
1136,0,0,4.8
1137,0,0,3.6
1138,0,0,4.8
1139,0,0,4.8
1140,0,0,3.6
1141,0,0,4
1142,0,0,14.4
1143,0,0,14.8
1144,0,0,9.6
1145,0,0,4.8
1146,0,0,9.2
1147,0,0,9.6
1148,0,0,9.2
1149,0,0,3.6
1150,0,0,4.8
1151,0,0,4.8
1152,0,0,15.2
1153,0,0,4.8
1154,0,0,6.8
1155,0,0,8
1156,0,0,5.6
1157,0,0,3.6
1158,0,0,4.8
1159,0,0,4.8
1160,0,0,5.6
1161,0,0,4.8
1162,0,0,3.6
1163,0,0,3.6
1164,0,0,5.6
1165,0,0,6.8
1166,0,0,5.6
1167,0,0,3.6
1168,0,0,3.6
1169,0,0,3.6
1170,0,0,3.6
1171,0,0,2.8
1172,0,0,4.8
1173,0,0,4.8
1174,0,0,6.8
1175,0,0,4.8
1176,0,0,4.8
1177,0,0,7.2
1178,0,0,8.8
1179,0,0,3.6
1180,0,0,7.6
1181,0,0,6.8
1182,0,0,6.8
1183,0,0,7.2
1184,0,0,6.8
1185,0,0,5.6
1186,0,0,6.8
1187,0,0,4.8
1188,0,0,4.8
1189,0,0,5.6
1190,0,0,15.2
1191,0,0,4.8
1192,0,0,5.6
1193,0,0,4.8
1194,0,0,3.6
1195,0,0,5.6
1196,0,0,2.8
1197,0,0,6.8
1198,0,0,5.6
1199,0,0,4.8
1200,0,0,4.8
1201,0,0,5.6
1202,0,0,4.8
1203,0,0,5.6
1204,0,0,5.6
1205,0,0,8.8
1206,0,0,8.8
1207,0,0,13.2
1208,0,0,6
1209,0,0,4.8
1210,0,0,6
1211,0,0,5.6
1212,0,0,7.6
1213,0,0,3.6
1214,0,0,3.6
1215,0,0,4.8
1216,0,0,14.8
1217,0,0,9.2
1218,0,0,14.8
1219,0,0,14.8
1220,0,0,14.8
1221,0,0,5.2
1222,0,0,6
1223,0,0,6.8
1224,0,0,5.6
1225,0,0,4.8
1226,0,0,5.6
1227,0,0,9.6
1228,0,0,4.8
1229,0,0,4.8
1230,0,0,4.8
1231,0,0,4.8
1232,0,0,4.8
1233,0,0,4.8
1234,0,0,4.8
1235,0,0,4.8
1236,0,0,4.8
1237,0,0,4.8
1238,0,0,6
1239,0,0,8.8
1240,0,0,30.4
1241,0,0,4.8
1242,0,0,6.4
1243,0,0,4.8
1244,0,0,4.8
1245,0,0,5.6
1246,0,0,3.6
1247,0,0,6.8
1248,0,0,8.8
1249,0,0,4.8
1250,0,0,4.8
1251,0,0,5.6
1252,0,0,3.6
1253,0,0,4.8
1254,0,0,5.6
1255,0,0,4.8
1256,0,0,4.8
1257,0,0,16.8
1258,0,0,2.8
1259,0,0,3.6
1260,0,0,3.6
1261,0,0,10
1262,0,0,5.2
1263,0,0,5.6
1264,0,0,4.4
1265,0,0,4.8
1266,0,0,5.6
1267,0,0,4
1268,0,0,5.6
1269,0,0,4.8
1270,0,0,3.6
1271,0,0,4.8
1272,0,0,10.4
1273,0,0,4.8
1274,0,0,10.8
1275,0,0,10.8
1276,0,0,10
1277,0,0,5.6
1278,0,0,8.8
1279,0,0,5.6
1280,0,0,6.8
1281,0,0,3.6
1282,0,0,5.6
1283,0,0,5.6
1284,0,0,20.8
1285,0,0,10.8
1286,0,0,36.7999999999999
1287,0,0,3.6
1288,0,0,4.8
1289,0,0,6.8
1290,0,0,3.6
1291,0,0,4.8
1292,0,0,3.6
1293,0,0,4.8
1294,0,0,4.8
1295,0,0,3.6
1296,0,0,4
1297,0,0,5.6
1298,0,0,3.6
1299,0,0,3.6
1300,0,0,4.8
1301,0,0,6.8
1302,0,0,6.8
1303,0,0,7.6
1304,0,0,6.8
1305,0,0,4.8
1306,0,0,9.6
1307,0,0,3.6
1308,0,0,3.6
1309,0,0,4.8
1310,0,0,3.6
1311,0,0,4
1312,0,0,4.8
1313,0,0,2.8
1314,0,0,14.8
1315,0,0,4.8
1316,0,0,4.8
1317,0,0,2.8
1318,0,0,4.8
1319,0,0,4.8
1320,0,0,4.8
1321,0,0,8
1322,0,0,4.8
1323,0,0,4.8
1324,0,0,3.6
1325,0,0,9.6
1326,0,0,5.6
1327,0,0,4.8
1328,0,0,6.8
1329,0,0,4.8
1330,0,0,4.8
1331,0,0,5.6
1332,0,0,4.8
1333,0,0,4.8
1334,0,0,6.8
1335,0,0,4.8
1336,0,0,5.2
1337,0,0,14.8
1338,0,0,13.6
1339,0,0,10.4
1340,0,0,8
1341,0,0,23.6
1342,0,0,7.6
1343,0,0,12.8
1344,0,0,8.4
1345,0,0,5.6
1346,0,0,3.6
1347,0,0,4.4
1348,0,0,4.8
1349,0,0,3.6
1350,0,0,3.6
1351,0,0,3.6
1352,0,0,5.6
1353,0,0,5.6
1354,0,0,3.6
1355,0,0,4.8
1356,0,0,8.8
1357,0,0,5.6
1358,0,0,4.8
1359,0,0,9.6
1360,0,0,4.8
1361,0,0,6.8
1362,0,0,4.8
1363,0,0,2.8
1364,0,0,3.6
1365,0,0,4.8
1366,0,0,5.6
