id,run_id,unknown_index_0,PoissonParameter
0,0,0,1.1927480916030535
1,0,0,5.1526717557251915
2,0,0,1.1895910780669146
3,0,0,1.1927480916030535
4,0,0,1.198501872659176
5,0,0,5.1526717557251915
6,0,0,5.1231060606060606
7,0,0,5.1526717557251915
8,0,0,5.801526717557253
9,0,0,0.9579439252336448
10,0,0,5.801526717557253
11,0,0,5.776515151515151
12,0,0,5.801526717557253
13,0,0,0.9680451127819548
14,0,0,0.9843205574912892
15,0,0,0.9790874524714828
16,0,0,14.317307692307693
17,0,0,11.392045454545455
18,0,0,14.284351145038169
19,0,0,14.324324324324325
20,0,0,14.284351145038169
21,0,0,11.332046332046332
22,0,0,11.354961832061068
23,0,0,11.354961832061068
24,0,0,2.967557251908397
25,0,0,2.5763358778625958
26,0,0,2.9450757575757582
27,0,0,2.9633204633204637
28,0,0,2.967557251908397
29,0,0,2.575757575757576
30,0,0,2.5675675675675675
31,0,0,2.5746268656716422
32,0,0,1.9907407407407407
33,0,0,1.6198501872659177
34,0,0,1.990566037735849
35,0,0,1.9884169884169884
36,0,0,1.9827586206896552
37,0,0,1.6316793893129768
38,0,0,1.6287878787878791
39,0,0,1.6268382352941178
40,0,0,8.349420849420849
41,0,0,7.22007722007722
42,0,0,8.346153846153848
43,0,0,8.349236641221374
44,0,0,8.349420849420849
45,0,0,7.22007722007722
46,0,0,7.22007722007722
47,0,0,7.2328244274809155
48,0,0,4.187956204379562
49,0,0,0.3745318352059925
50,0,0,4.198841698841699
51,0,0,4.198473282442748
52,0,0,4.198473282442748
53,0,0,0.3745318352059925
54,0,0,0.3745318352059925
55,0,0,0.373134328358209
56,0,0,0.5852601156069365
57,0,0,3.7639405204460967
58,0,0,0.552536231884058
59,0,0,0.5416666666666666
60,0,0,0.5416666666666666
61,0,0,3.745173745173745
62,0,0,3.75
63,0,0,3.7641509433962255
64,0,0,0.4103053435114504
65,0,0,2.8867924528301887
66,0,0,0.3942652329749104
67,0,0,0.4103053435114504
68,0,0,0.3928571428571429
69,0,0,2.8693181818181817
70,0,0,2.8745318352059925
71,0,0,2.853159851301115
72,0,0,3.88030888030888
73,0,0,13.311068702290076
74,0,0,3.9109848484848486
75,0,0,3.88030888030888
76,0,0,3.88030888030888
77,0,0,13.317307692307693
78,0,0,13.29245283018868
79,0,0,13.311068702290076
80,0,0,7.5
81,0,0,1.142322097378277
82,0,0,7.5
83,0,0,7.5
84,0,0,7.5
85,0,0,1.142322097378277
86,0,0,1.1420863309352518
87,0,0,1.142322097378277
88,0,0,1.7140151515151516
89,0,0,5.627413127413128
90,0,0,1.6889312977099236
91,0,0,1.7415730337078652
92,0,0,1.7741935483870968
93,0,0,5.620229007633588
94,0,0,5.627413127413128
95,0,0,5.620229007633588
96,0,0,2.7314814814814814
97,0,0,4.073033707865169
98,0,0,2.7230483271375463
99,0,0,2.7230483271375463
100,0,0,2.6893939393939394
101,0,0,4.122137404580153
102,0,0,4.1098484848484835
103,0,0,4.1098484848484835
104,0,0,12.041984732824428
105,0,0,0.4889807162534435
106,0,0,12.041984732824428
107,0,0,12.041984732824428
108,0,0,12.041984732824428
109,0,0,0.5119453924914675
110,0,0,0.5136986301369864
111,0,0,0.5136986301369864
112,0,0,5.2958015267175576
113,0,0,7.973484848484849
114,0,0,5.2958015267175576
115,0,0,5.321969696969697
116,0,0,5.2958015267175576
117,0,0,8.005725190839694
118,0,0,7.992277992277992
119,0,0,7.992277992277992
120,0,0,1.038062283737024
121,0,0,1.8978102189781019
122,0,0,1.0402097902097902
123,0,0,1.0551330798479088
124,0,0,1.0580524344569289
125,0,0,1.9086021505376345
126,0,0,1.8602693602693603
127,0,0,1.9133574007220215
128,0,0,0.7094594594594594
129,0,0,0.202020202020202
130,0,0,0.7527881040892194
131,0,0,0.7094594594594594
132,0,0,0.7527881040892194
133,0,0,0.2153558052434457
134,0,0,0.2153558052434457
135,0,0,0.2153558052434457
136,0,0,4.5643939393939394
137,0,0,3.425572519083969
138,0,0,4.580152671755725
139,0,0,4.580152671755725
140,0,0,4.5643939393939394
141,0,0,3.4566787003610107
142,0,0,3.4185606060606064
143,0,0,3.425572519083969
144,0,0,9.16030534351145
145,0,0,1.4217557251908397
146,0,0,9.157303370786515
147,0,0,9.182692307692307
148,0,0,9.18918918918919
149,0,0,1.4217557251908397
150,0,0,1.4393939393939394
151,0,0,1.4217557251908397
152,0,0,2.1946564885496183
153,0,0,6.622137404580152
154,0,0,2.1958174904942966
155,0,0,2.18978102189781
156,0,0,2.1621621621621623
157,0,0,6.628787878787879
158,0,0,6.650579150579151
159,0,0,6.622137404580152
160,0,0,1.332046332046332
161,0,0,9.826254826254829
162,0,0,1.2909090909090908
163,0,0,1.332046332046332
164,0,0,1.2959558823529411
