id,run_id,Unnamed:,0,timeStep,numberPedsInformed-PID12,numberPedsAll-PID12,percentageInformed-PID12
0,0,0,0,0,250,0,
0,0,1,0.400000000000006,0,251,0,
0,0,2,0.800000000000011,254,254,1,
1,0,0,0,0,10,0,
1,0,1,0.400000000000006,0,10,0,
1,0,2,0.800000000000011,10,10,1,
2,0,0,0,0,10,0,
2,0,1,0.400000000000006,0,10,0,
2,0,2,0.800000000000011,10,10,1,
3,0,0,0,0,10,0,
3,0,1,0.400000000000006,0,10,0,
3,0,2,0.800000000000011,10,10,1,
4,0,0,0,0,10,0,
4,0,1,0.400000000000006,0,10,0,
4,0,2,0.800000000000011,10,10,1,
5,0,0,0,0,130,0,
5,0,1,0.400000000000006,0,130,0,
5,0,2,0.800000000000011,126,131,0.961832061068702,
6,0,0,0,0,116,0,
6,0,1,0.400000000000006,0,118,0,
6,0,2,0.800000000000011,118,118,1,
7,0,0,0,0,116,0,
7,0,1,0.400000000000006,0,118,0,
7,0,2,0.800000000000011,118,118,1,
8,0,0,0,0,171,0,
8,0,1,0.400000000000006,0,171,0,
8,0,2,0.800000000000011,172,172,1,
9,0,0,0,0,136,0,
9,0,1,0.400000000000006,0,136,0,
9,0,2,0.800000000000011,137,137,1,
10,0,0,0,0,144,0,
10,0,1,0.400000000000006,0,144,0,
10,0,2,0.800000000000011,145,145,1,
11,0,0,0,0,156,0,
11,0,1,0.400000000000006,0,157,0,
11,0,2,0.800000000000011,159,159,1,
12,0,0,0,0,142,0,
12,0,1,0.400000000000006,0,144,0,
12,0,2,0.800000000000011,144,144,1,
13,0,0,0,0,137,0,
13,0,1,0.400000000000006,0,137,0,
13,0,2,0.800000000000011,138,138,1,
14,0,0,0,0,152,0,
14,0,1,0.400000000000006,0,153,0,
14,0,2,0.800000000000011,114,154,0.74025974025974,
14,0,3,1.2,114,155,0.735483870967742,
14,0,4,1.60000000000001,155,155,1,
15,0,0,0,0,239,0,
15,0,1,0.400000000000006,0,239,0,
15,0,2,0.800000000000011,240,240,1,
16,0,0,0,0,18,0,
16,0,1,0.400000000000006,0,19,0,
16,0,2,0.800000000000011,20,20,1,
17,0,0,0,0,97,0,
17,0,1,0.400000000000006,0,98,0,
17,0,2,0.800000000000011,87,99,0.878787878787879,
17,0,3,1.2,87,99,0.878787878787879,
17,0,4,1.60000000000001,99,99,1,
18,0,0,0,0,201,0,
18,0,1,0.400000000000006,0,202,0,
18,0,2,0.800000000000011,203,203,1,
19,0,0,0,0,142,0,
19,0,1,0.400000000000006,0,144,0,
19,0,2,0.800000000000011,144,144,1,
20,0,0,0,0,78,0,
20,0,1,0.400000000000006,0,79,0,
20,0,2,0.800000000000011,60,80,0.75,
20,0,3,1.2,60,80,0.75,
20,0,4,1.60000000000001,82,82,1,
21,0,0,0,0,52,0,
21,0,1,0.400000000000006,0,53,0,
21,0,2,0.800000000000011,53,53,1,
22,0,0,0,0,52,0,
22,0,1,0.400000000000006,0,53,0,
22,0,2,0.800000000000011,53,53,1,
