#IDXCOL=1,DATACOL=3,SEP=' '
timeStep numberPedsInformed-PID12 numberPedsAll-PID12 percentageInformed-PID12
101 0 631 0.0
102 0 638 0.0
103 0 645 0.0
104 0 651 0.0
105 0 657 0.0
106 0 664 0.0
107 0 669 0.0
108 0 675 0.0
109 0 680 0.0
110 0 689 0.0
111 0 692 0.0
112 0 699 0.0
113 0 705 0.0
114 0 710 0.0
115 0 717 0.0
116 0 727 0.0
117 0 732 0.0
118 0 739 0.0
119 0 745 0.0
120 0 748 0.0
121 0 756 0.0
122 0 761 0.0
123 0 770 0.0
124 0 777 0.0
125 0 781 0.0
126 0 789 0.0
127 0 796 0.0
128 0 803 0.0
129 0 812 0.0
130 0 817 0.0
131 0 824 0.0
132 0 829 0.0
133 0 837 0.0
134 0 841 0.0
135 0 849 0.0
136 0 863 0.0
137 0 869 0.0
138 0 875 0.0
139 0 881 0.0
140 0 889 0.0
141 0 895 0.0
142 0 899 0.0
143 0 905 0.0
144 0 911 0.0
145 0 917 0.0
146 0 918 0.0
147 0 928 0.0
148 0 936 0.0
149 0 942 0.0
150 0 950 0.0
151 0 952 0.0
152 0 956 0.0
153 0 960 0.0
154 0 965 0.0
155 0 974 0.0
156 0 978 0.0
157 0 986 0.0
158 0 993 0.0
159 0 1004 0.0
160 0 1009 0.0
161 0 1014 0.0
162 0 1017 0.0
163 0 1021 0.0
164 0 1031 0.0
165 0 1038 0.0
166 0 1044 0.0
167 0 1049 0.0
168 0 1054 0.0
169 0 1062 0.0
170 0 1070 0.0
171 0 1080 0.0
172 0 1083 0.0
173 0 1092 0.0
174 0 1100 0.0
175 0 1108 0.0
176 0 1111 0.0
177 0 1117 0.0
178 0 1125 0.0
179 0 1131 0.0
180 0 1138 0.0
181 0 1141 0.0
182 0 1149 0.0
183 0 1159 0.0
184 0 1171 0.0
185 0 1180 0.0
186 0 1187 0.0
187 0 1196 0.0
188 0 1203 0.0
189 0 1212 0.0
190 0 1216 0.0
191 0 1226 0.0
192 0 1235 0.0
193 0 1239 0.0
194 0 1249 0.0
195 0 1251 0.0
196 0 1257 0.0
197 0 1268 0.0
198 0 1270 0.0
199 0 1278 0.0
200 0 1286 0.0
201 0 1292 0.0
202 0 1296 0.0
203 0 1302 0.0
204 0 1308 0.0
205 0 1311 0.0
206 0 1317 0.0
207 0 1322 0.0
208 0 1327 0.0
209 0 1336 0.0
210 0 1344 0.0
211 0 1346 0.0
212 0 1356 0.0
213 0 1363 0.0
214 0 1368 0.0
215 0 1376 0.0
216 0 1383 0.0
217 0 1387 0.0
218 0 1394 0.0
219 0 1399 0.0
220 0 1406 0.0
221 0 1413 0.0
222 0 1422 0.0
223 0 1426 0.0
224 0 1432 0.0
225 0 1440 0.0
226 0 1448 0.0
227 0 1455 0.0
228 0 1459 0.0
229 0 1471 0.0
230 0 1476 0.0
231 0 1480 0.0
232 0 1486 0.0
233 0 1492 0.0
234 0 1496 0.0
235 0 1502 0.0
236 0 1508 0.0
237 0 1513 0.0
238 0 1518 0.0
239 0 1526 0.0
240 0 1534 0.0
241 0 1541 0.0
242 0 1549 0.0
243 0 1554 0.0
244 0 1556 0.0
245 0 1561 0.0
246 0 1568 0.0
247 0 1576 0.0
248 0 1586 0.0
249 0 1593 0.0
250 0 1599 0.0
251 0 1607 0.0
252 21 1612 0.013027295285359801
253 21 1617 0.012987012987012988
254 655 1622 0.4038224414303329
255 655 1627 0.4025814382298709
256 655 1634 0.4008567931456548
257 812 1645 0.49361702127659574
258 812 1653 0.49122807017543857
259 1386 1660 0.8349397590361446
260 1386 1663 0.8334335538184005
261 1386 1668 0.8309352517985612
262 1677 1677 1.0
