id,run_id,Unnamed: 0,timeToInform95PercentAgents
0,0,0,4.8
1,0,0,16.800000000000004
2,0,0,16.800000000000004
3,0,0,16.800000000000004
4,0,0,16.800000000000004
5,0,0,3.6
6,0,0,2.8
7,0,0,3.6
8,0,0,3.6
9,0,0,2.8
10,0,0,2.8
11,0,0,3.6
12,0,0,2.8
13,0,0,3.6
14,0,0,3.6
15,0,0,3.6
16,0,0,3.6
17,0,0,9.600000000000003
18,0,0,2.8
19,0,0,2.8
20,0,0,3.6
21,0,0,10.800000000000004
22,0,0,3.6
23,0,0,3.6
