 timeStep numberPedsInformed-PID12 numberPedsAll-PID12 percentageInformed-PID12
0 0.0 0 31 0.0
1 0.4000000000000057 0 31 0.0
2 0.8000000000000114 4 32 0.125
3 1.2000000000000028 4 32 0.125
4 1.6000000000000085 13 32 0.40625
5 2.0 13 33 0.3939393939393939
6 2.4000000000000057 13 33 0.3939393939393939
7 2.8000000000000114 30 33 0.9090909090909092
8 3.200000000000003 30 33 0.9090909090909092
9 3.6000000000000085 34 34 1.0
