id,run_id,Unnamed:,0,PoissonParameter
0,0,0,2.57722007722008,
1,0,0,0.109126984126984,
2,0,0,0.109126984126984,
3,0,0,0.109126984126984,
4,0,0,0.109126984126984,
5,0,0,1.31628787878788,
6,0,0,1.22670807453416,
7,0,0,1.25912408759124,
8,0,0,1.7629179331307,
9,0,0,1.37362637362637,
10,0,0,1.48125,
11,0,0,1.60958904109589,
12,0,0,1.46935933147632,
13,0,0,1.4066852367688,
14,0,0,1.54676258992806,
15,0,0,2.4500998003992,
16,0,0,0.204280155642023,
17,0,0,0.98314606741573,
18,0,0,2.05089820359281,
19,0,0,1.46404109589041,
20,0,0,0.816929133858268,
21,0,0,0.572390572390572,
22,0,0,0.564516129032258,
