id run_id numberOfAgents Power Traffic Real Kriging
109 0 52.0 1.81 3261.0 12.8 11.964816799105204
110 0 52.0 0.76 1996.0 4.8 9.929171796556519
111 0 52.0 1.81 1996.0 4.0 9.928570677070852
112 0 570.0 1.89 261.0 3.6 4.3786234594635935
113 0 857.0 1.89 261.0 3.6 3.982803636573528
114 0 570.0 1.89 996.0 4.8 4.70820889744048
115 0 570.0 1.44 261.0 3.6 4.378625523672994
116 0 570.0 1.44 996.0 3.6 4.7080584556712255
117 0 857.0 1.44 261.0 3.6 3.982800657272285
118 0 857.0 1.89 996.0 2.8 4.219900837897509
119 0 857.0 1.44 996.0 3.6 4.220014933462335
120 0 112.0 1.14 2261.0 10.8 9.379492785032825
121 0 207.0 1.14 2261.0 24.4 7.5320544291144245
122 0 112.0 1.14 2996.0 17.2 9.790072078759732
123 0 112.0 0.69 2261.0 6.4 9.37896045485431
124 0 112.0 0.69 2996.0 7.6 9.789250865863835
125 0 207.0 0.69 2261.0 5.6 7.530845440326766
126 0 207.0 1.14 2996.0 6.8 7.7287220872861555
127 0 207.0 0.69 2996.0 6.8 7.728780455685856
128 0 76.0 1.98 1511.0 7.2 7.978524582279682
129 0 20.0 1.98 1511.0 9.6 8.532830913149244
130 0 76.0 1.98 246.0 7.6 5.601134787359888
131 0 76.0 0.6 1511.0 7.6 7.978387679075393
132 0 76.0 0.6 246.0 7.6 5.601123642629377
133 0 20.0 0.6 1511.0 9.6 8.532861358033665
134 0 20.0 1.98 246.0 9.6 6.100210120700619
135 0 20.0 0.6 246.0 9.6 6.100220880313384
136 0 484.0 1.23 3511.0 4.8 5.269142621290372
137 0 366.0 1.23 3511.0 6.8 6.277757433633628
138 0 484.0 1.23 2246.0 4.8 4.960078935913268
139 0 484.0 1.35 3511.0 5.6 5.269165315922009
140 0 484.0 1.35 2246.0 4.8 4.960079069663778
141 0 366.0 1.35 3511.0 6.8 6.277750570700398
142 0 366.0 1.23 2246.0 8.8 5.662081858984857
143 0 366.0 1.35 2246.0 4.8 5.661985196778694
144 0 988.0 1.61 511.0 2.8 3.8875055552035023
145 0 164.0 1.61 511.0 6.8 5.816403011778904
146 0 988.0 1.61 3246.0 4.8 4.2187807256882195
147 0 988.0 1.72 511.0 3.6 3.887532072505134
148 0 988.0 1.72 3246.0 4.8 4.218780575738576
149 0 164.0 1.72 511.0 6.8 5.816409553472055
150 0 164.0 1.61 3246.0 7.6 9.01799092227933
151 0 164.0 1.72 3246.0 6.8 9.017956831944723
152 0 239.0 0.86 2511.0 5.6 6.50296477812595
153 0 713.0 0.86 2511.0 4.8 4.355681441426748
154 0 239.0 0.86 1246.0 4.8 6.22142757521927
155 0 239.0 0.97 2511.0 5.6 6.502960513148915
156 0 239.0 0.97 1246.0 8.8 6.221528344153162
157 0 713.0 0.97 2511.0 4.8 4.355680664454798
158 0 713.0 0.86 1246.0 4.8 4.539594435000574
159 0 713.0 0.97 1246.0 6.8 4.539636552276547
160 0 151.0 1.04 11.0 5.2 4.476970113267289
161 0 1061.0 1.04 11.0 4.0 3.8522793475986514
162 0 151.0 1.04 1746.0 10.4 8.058142789251725
163 0 151.0 0.78 11.0 5.2 4.476974821357043
164 0 151.0 0.78 1746.0 7.6 8.057978118194129
165 0 1061.0 0.78 11.0 4.8 3.85232189681489
166 0 1061.0 1.04 1746.0 4.8 4.13001573802422
167 0 1061.0 0.78 1746.0 3.6 4.129943709421532
168 0 675.0 1.79 2011.0 5.6 4.542226880917176
169 0 254.0 1.79 2011.0 32.3999999999999 7.203618958911625
170 0 675.0 1.79 3746.0 2.8 4.416533609143173
171 0 675.0 1.53 2011.0 3.6 4.54210340884911
172 0 675.0 1.53 3746.0 2.8 4.416536349522673
173 0 254.0 1.53 2011.0 3.6 7.202621389862616
174 0 254.0 1.79 3746.0 8.8 8.289575409032919
175 0 254.0 1.53 3746.0 5.6 8.289356429819108
176 0 347.0 0.67 1011.0 3.6 5.495767665373454
177 0 510.0 0.67 1011.0 4.8 4.870856584626397
178 0 347.0 0.67 2746.0 3.6 5.7253970875690445
179 0 347.0 1.91 1011.0 5.6 5.4965177471048765
180 0 347.0 1.91 2746.0 4.8 5.7258720172048205
181 0 510.0 1.91 1011.0 4.8 4.870869610643744
182 0 510.0 0.67 2746.0 5.6 4.870700849278624
183 0 510.0 1.91 2746.0 3.6 4.870042336620718
184 0 10.0 1.42 3011.0 69.19999999999989 12.644271164779083
185 0 87.0 1.42 3011.0 8.8 10.421690322838085
186 0 10.0 1.42 746.0 69.19999999999989 9.038599624685816
187 0 10.0 1.16 3011.0 69.19999999999989 12.644288753284568
188 0 10.0 1.16 746.0 69.19999999999989 9.038588037063903
189 0 87.0 1.16 3011.0 4.4 10.421264648170961
190 0 87.0 1.42 746.0 6.4 7.334147537742036
191 0 87.0 1.16 746.0 6.8 7.334155437059776
192 0 11.0 1.17 1505.0 14.8 8.627180027821218
193 0 333.0 1.17 1505.0 3.6 5.444803989920037
194 0 11.0 1.17 2228.0 14.8 11.504965645170563
195 0 11.0 1.77 1505.0 14.8 8.627175609018048
196 0 11.0 1.77 2228.0 14.8 11.504958284056103
197 0 333.0 1.77 1505.0 4.0 5.444888188748354
198 0 333.0 1.17 2228.0 4.8 5.943757493807496
199 0 333.0 1.77 2228.0 4.8 5.943768910155932
200 0 347.0 1.92 3505.0 3.6 6.508488004151612
201 0 1734.0 1.92 3505.0 4.8 4.004167289061106
202 0 347.0 1.92 228.0 5.6 4.458635014344491
203 0 347.0 1.02 3505.0 10.8 6.510034897692798
204 0 347.0 1.02 228.0 3.6 4.45820525086203
205 0 1734.0 1.02 3505.0 4.0 4.0040113737834035
206 0 1734.0 1.92 228.0 3.6 3.571773972595442
207 0 1734.0 1.02 228.0 2.8 3.571579544275397
208 0 676.0 0.8 505.0 4.8 4.49180459904002
209 0 142.0 0.8 505.0 4.0 5.980431018862411
210 0 676.0 0.8 1228.0 3.6 4.55118144237955
211 0 676.0 0.64 505.0 4.8 4.4918036807012465
212 0 676.0 0.64 1228.0 4.8 4.551230310464611
213 0 142.0 0.64 505.0 4.8 5.980476219016681
214 0 142.0 0.8 1228.0 6.4 7.0162143359758
215 0 142.0 0.64 1228.0 5.2 7.01615292695692
216 0 151.0 1.55 2505.0 2.8 7.753905687371089
217 0 649.0 1.55 2505.0 4.8 4.483214979300992
218 0 151.0 1.55 3228.0 7.6 9.423495250292426
219 0 151.0 1.39 2505.0 10.8 7.754306923402269
220 0 151.0 1.39 3228.0 8.8 9.423571568896508
221 0 649.0 1.39 2505.0 5.6 4.48324205212579
222 0 649.0 1.55 3228.0 4.8 4.593838406908952
223 0 649.0 1.39 3228.0 4.8 4.593839308297423
224 0 240.0 1.73 5.0 3.6 4.236493962684433
225 0 467.0 1.73 5.0 3.6 4.146274781053782
226 0 240.0 1.73 3728.0 4.8 8.75312227254896
227 0 240.0 1.95 5.0 4.0 4.236519690365442
228 0 240.0 1.95 3728.0 8.8 8.753352619888943
229 0 467.0 1.95 5.0 4.8 4.146336044288866
230 0 467.0 1.73 3728.0 3.6 5.252284528447114
231 0 467.0 1.95 3728.0 4.8 5.252364634431085
232 0 990.0 0.98 2005.0 3.6 4.096545881190975
233 0 68.0 0.98 2005.0 17.2 9.913378676772501
234 0 990.0 0.98 1728.0 4.8 4.11779287115042
235 0 990.0 1.2 2005.0 3.6 4.096545192312575
236 0 990.0 1.2 1728.0 3.6 4.117726626763976
237 0 68.0 1.2 2005.0 16.4 9.913357297524557
238 0 68.0 0.98 1728.0 8.8 9.025056559725304
239 0 68.0 1.2 1728.0 16.0 9.025331671210452
240 0 485.0 1.36 1005.0 4.8 4.954551956450352
241 0 941.0 1.36 1005.0 3.6 4.146787777024376
242 0 485.0 1.36 728.0 4.8 4.976444032467718
243 0 485.0 0.83 1005.0 4.8 4.9545463547949655
244 0 485.0 0.83 728.0 6.8 4.976659882221902
245 0 941.0 0.83 1005.0 3.6 4.146787369332467
246 0 941.0 1.36 728.0 3.2 3.9604618447156335
247 0 941.0 0.83 728.0 3.6 3.960519401428829
248 0 76.0 0.61 3005.0 8.8 10.657067035943578
249 0 228.0 0.61 3005.0 9.6 7.388059720223395
250 0 76.0 0.61 2728.0 12.4 9.410511619147918
251 0 76.0 1.58 3005.0 7.6 10.656629854808486
252 0 76.0 1.58 2728.0 7.6 9.409411813678407
253 0 228.0 1.58 3005.0 4.8 7.386782020129406
254 0 228.0 0.61 2728.0 6.8 6.969473484142704
255 0 228.0 1.58 2728.0 5.6 6.969140936411836
256 0 112.0 1.27 755.0 5.2 6.969059313533216
257 0 35.0 1.27 755.0 10.8 8.448081683420561
258 0 112.0 1.27 478.0 6.8 6.257306728319362
259 0 112.0 1.3 755.0 4.8 6.969057584487656
260 0 112.0 1.3 478.0 4.0 6.2572835740016455
261 0 35.0 1.3 755.0 10.8 8.448082811958969
262 0 35.0 1.27 478.0 10.8 7.411769647237411
263 0 35.0 1.3 478.0 10.8 7.41177011764207
264 0 571.0 0.52 2755.0 5.6 4.70304778079557
265 0 396.0 0.52 2755.0 4.8 5.408234134133683
266 0 571.0 0.52 2478.0 3.6 4.629258777250046
267 0 571.0 0.55 2755.0 4.8 4.703041920150114
268 0 571.0 0.55 2478.0 4.8 4.629267686567754
269 0 396.0 0.55 2755.0 6.8 5.4082462587388065
270 0 396.0 0.52 2478.0 6.8 5.2879102734832255
271 0 396.0 0.55 2478.0 5.6 5.287902132108053
272 0 1278.0 1.64 1755.0 3.6 4.1569695081430265
273 0 183.0 1.64 1755.0 5.6 7.598110842760749
274 0 1278.0 1.64 3478.0 3.6 4.018143016876536
275 0 1278.0 0.92 1755.0 4.8 4.157174557057251
276 0 1278.0 0.92 3478.0 3.6 4.018146418565344
277 0 183.0 0.92 1755.0 5.6 7.598129218125453
278 0 183.0 1.64 3478.0 28.79999999999996 9.590913026785515
279 0 183.0 0.92 3478.0 4.8 9.587963537592525
280 0 290.0 0.89 3755.0 4.8 7.425325420497829
281 0 774.0 0.89 3755.0 3.6 4.225924141737984
282 0 290.0 0.89 1478.0 6.8 5.798573576866418
283 0 290.0 1.67 3755.0 7.6 7.425967773487383
284 0 290.0 1.67 1478.0 4.8 5.798202979681053
285 0 774.0 1.67 3755.0 3.6 4.225916468909029
286 0 774.0 0.89 1478.0 4.8 4.294005120665878
287 0 774.0 1.67 1478.0 4.8 4.294005014630406
288 0 193.0 0.7 1255.0 5.6 6.5861996590611325
289 0 1194.0 0.7 1255.0 3.6 4.1699531555657225
290 0 193.0 0.7 1978.0 4.8 8.016138120725511
291 0 193.0 1.49 1255.0 4.8 6.586028917055128
292 0 193.0 1.49 1978.0 12.4 8.0175953308257
293 0 1194.0 1.49 1255.0 5.6 4.170304450823979
294 0 1194.0 0.7 1978.0 5.6 4.08787722965336
295 0 1194.0 1.49 1978.0 5.2 4.087818912175501
296 0 808.0 1.45 3255.0 3.6 4.31302655808337
297 0 278.0 1.45 3255.0 17.6 6.938472025563178
298 0 808.0 1.45 3978.0 4.8 4.2591252138532125
299 0 808.0 0.74 3255.0 4.8 4.313240596879795
300 0 808.0 0.74 3978.0 4.8 4.25913227876588
301 0 278.0 0.74 3255.0 4.8 6.9369750495046
302 0 278.0 1.45 3978.0 4.8 7.461942108318448
303 0 278.0 0.74 3978.0 4.8 7.461930047717464
304 0 411.0 1.08 255.0 4.8 4.485287660277196
305 0 550.0 1.08 255.0 5.6 4.4105450508540915
306 0 411.0 1.08 2978.0 4.8 5.3727771623053835
307 0 411.0 1.11 255.0 3.6 4.485278715238822
308 0 411.0 1.11 2978.0 5.6 5.372782067375389
309 0 550.0 1.11 255.0 4.8 4.410540057980566
310 0 550.0 1.08 2978.0 3.6 4.74773051326886
311 0 550.0 1.11 2978.0 4.8 4.747739750322538
312 0 42.0 1.83 2255.0 15.6 10.884095372678374
313 0 103.0 1.83 2255.0 10.4 9.603892949552915
314 0 42.0 1.83 978.0 9.6 7.5995043278954295
315 0 42.0 1.86 2255.0 6.4 10.884023461131923
316 0 42.0 1.86 978.0 9.6 7.599507429395204
317 0 103.0 1.86 2255.0 6.8 9.603865030671752
318 0 103.0 1.83 978.0 12.8 7.15738526579485
319 0 103.0 1.86 978.0 7.2 7.157358271079474
320 0 59.0 0.56 380.0 15.6 6.645649105357413
321 0 850.0 0.56 380.0 4.8 4.112785528440574
322 0 59.0 0.56 3103.0 15.6 11.674843166264075
323 0 59.0 0.69 380.0 15.6 6.6456512866951245
324 0 59.0 0.69 3103.0 15.6 11.67483360437982
325 0 850.0 0.69 380.0 3.6 4.112749674198989
326 0 850.0 0.56 3103.0 4.8 4.353118055793551
327 0 850.0 0.69 3103.0 4.8 4.3531178920144145
328 0 447.0 1.31 2380.0 5.6 5.026380513428564
329 0 205.0 1.31 2380.0 5.6 7.049060748864667
330 0 447.0 1.31 1103.0 4.8 5.086550791965415
331 0 447.0 1.44 2380.0 3.6 5.02631000646483
332 0 447.0 1.44 1103.0 8.8 5.086647731781356
333 0 205.0 1.44 2380.0 4.8 7.0490294324328175
334 0 205.0 1.31 1103.0 6.8 6.425809576422716
335 0 205.0 1.44 1103.0 10.4 6.425902186807595
336 0 891.0 0.94 1380.0 4.8 4.295800435455066
337 0 430.0 0.94 1380.0 4.8 4.961352838017553
338 0 891.0 0.94 103.0 3.6 3.859164866313289
339 0 891.0 1.81 1380.0 4.8 4.295806027707649
340 0 891.0 1.81 103.0 4.8 3.859402044487269
341 0 430.0 1.81 1380.0 4.8 4.961355816365391
342 0 430.0 0.94 103.0 4.8 4.283294052710361
343 0 430.0 1.81 103.0 4.8 4.283296054903451
344 0 216.0 1.69 3380.0 3.6 8.20060786905492
345 0 51.0 1.69 3380.0 13.6 11.438452210250722
346 0 216.0 1.69 2103.0 8.4 7.546936991412455
347 0 216.0 1.06 3380.0 6.8 8.201404531455566
348 0 216.0 1.06 2103.0 3.6 7.5459448877771855
349 0 51.0 1.06 3380.0 14.0 11.438480313824655
350 0 51.0 1.69 2103.0 13.6 10.73435756205886
351 0 51.0 1.06 2103.0 13.2 10.734284611129441
352 0 318.0 1.5 1880.0 7.6 6.298848289149171
353 0 122.0 1.5 1880.0 12.8 8.944498321784327
354 0 318.0 1.5 2603.0 7.6 5.85742009298226
355 0 318.0 0.5 1880.0 5.6 6.298397857565902
356 0 318.0 0.5 2603.0 5.6 5.857009865991478
357 0 122.0 0.5 1880.0 12.8 8.94448477697275
358 0 122.0 1.5 2603.0 12.8 8.641255996970193
359 0 122.0 0.5 2603.0 7.6 8.640192890588773
360 0 1525.0 0.75 3880.0 3.6 3.9458232244915328
361 0 597.0 0.75 3880.0 5.6 4.689041570421639
362 0 1525.0 0.75 603.0 2.8 3.696932817296443
363 0 1525.0 1.25 3880.0 4.8 3.945957242603245
364 0 1525.0 1.25 603.0 3.6 3.697044966860113
365 0 597.0 1.25 3880.0 4.8 4.688947517666912
366 0 597.0 0.75 603.0 5.6 4.620640565220083
367 0 597.0 1.25 603.0 4.8 4.620556843000334
368 0 621.0 1.87 880.0 4.8 4.612698758108788
369 0 305.0 1.87 880.0 4.8 5.755061113071908
370 0 621.0 1.87 1603.0 3.6 4.4514226587878944
371 0 621.0 1.63 880.0 4.8 4.612696595066785
372 0 621.0 1.63 1603.0 4.8 4.451495920500326
373 0 305.0 1.63 880.0 6.0 5.755128649397357
374 0 305.0 1.87 1603.0 4.8 5.702393569151387
375 0 305.0 1.63 1603.0 4.8 5.702389597225198
376 0 131.0 1.12 2880.0 11.6 8.80235033316386
377 0 1394.0 1.12 2880.0 3.6 4.081621027559336
378 0 131.0 1.12 3603.0 24.0 11.256790079201984
379 0 131.0 0.88 2880.0 33.5999999999999 8.802888595762443
380 0 131.0 0.88 3603.0 30.0 11.256922922172798
381 0 1394.0 0.88 2880.0 3.6 4.081621533714653
382 0 1394.0 1.12 3603.0 4.0 4.030210645371584
383 0 1394.0 0.88 3603.0 4.0 4.030211173257132
384 0 94.0 1.97 1130.0 7.2 7.359227745101915
385 0 506.0 1.97 1130.0 4.8 4.856149928268003
386 0 94.0 1.97 1353.0 14.8 7.696226812384026
387 0 94.0 1.16 1130.0 5.6 7.358880359926524
388 0 94.0 1.16 1353.0 5.2 7.694646227347635
389 0 506.0 1.16 1130.0 4.8 4.856142522267497
390 0 506.0 1.97 1353.0 4.8 4.715285094994742
391 0 506.0 1.16 1353.0 4.8 4.715277924661734
392 0 526.0 1.22 3130.0 3.6 4.894342298627715
393 0 85.0 1.22 3130.0 24.4 11.247666518419017
394 0 526.0 1.22 3353.0 4.8 4.970098666685079
395 0 526.0 1.91 3130.0 4.8 4.894558865137866
396 0 526.0 1.91 3353.0 5.6 4.970221915773104
397 0 85.0 1.91 3130.0 14.4 11.246564790543655
398 0 85.0 1.22 3353.0 23.6 11.04882706048265
399 0 85.0 1.91 3353.0 16.0 11.048091775128741
400 0 1113.0 1.59 130.0 4.8 3.924591829059011
401 0 1051.0 1.59 130.0 4.8 3.920970633329779
402 0 1113.0 1.59 2353.0 5.6 4.070871720390604
403 0 1113.0 1.53 130.0 4.4 3.924586655448261
404 0 1113.0 1.53 2353.0 3.6 4.070846006058257
405 0 1051.0 1.53 130.0 4.8 3.9209702881138266
406 0 1051.0 1.59 2353.0 3.6 4.0953367183937655
407 0 1051.0 1.53 2353.0 3.6 4.095336872580224
408 0 264.0 0.84 2130.0 5.6 6.709571583922867
409 0 253.0 0.84 2130.0 5.6 6.870393112147244
410 0 264.0 0.84 353.0 2.8 4.792269740795954
411 0 264.0 0.78 2130.0 3.6 6.709527567978909
412 0 264.0 0.78 353.0 5.6 4.792317116865275
413 0 253.0 0.78 2130.0 4.8 6.870376187674976
414 0 253.0 0.84 353.0 3.6 4.826763004008307
415 0 253.0 0.78 353.0 3.6 4.826762829012867
416 0 172.0 1.03 630.0 5.2 6.030700812545921
417 0 162.0 1.03 630.0 6.4 6.133408127186209
418 0 172.0 1.03 853.0 7.2 6.673612502035637
419 0 172.0 0.97 630.0 5.6 6.030706552086945
420 0 172.0 0.97 853.0 10.4 6.673644849058738
421 0 162.0 0.97 630.0 5.6 6.133395519087611
422 0 162.0 1.03 853.0 5.6 6.733588809882931
423 0 162.0 0.97 853.0 6.4 6.733598711777046
424 0 738.0 1.78 2630.0 5.6 4.250080387781798
425 0 708.0 1.78 2630.0 3.6 4.305235741980739
426 0 738.0 1.78 2853.0 3.6 4.33618126753049
427 0 738.0 1.72 2630.0 3.6 4.250053081736936
428 0 738.0 1.72 2853.0 4.8 4.336199199774523
429 0 708.0 1.72 2630.0 3.6 4.3052358042416685
430 0 708.0 1.78 2853.0 4.8 4.382306555550457
431 0 708.0 1.72 2853.0 3.6 4.382288603166916
432 0 378.0 0.66 1630.0 4.8 5.235638561083742
433 0 19.0 0.66 1630.0 10.8 9.259158053640716
434 0 378.0 0.66 3853.0 6.8 6.0695736637786855
435 0 378.0 1.34 1630.0 6.0 5.235805888797078
436 0 378.0 1.34 3853.0 4.8 6.069211106611889
437 0 19.0 1.34 1630.0 10.8 9.259171307050245
438 0 19.0 0.66 3853.0 11.6 12.223042169898097
439 0 19.0 1.34 3853.0 10.8 12.222880389968582
440 0 26.0 1.41 3630.0 14.0 12.70160755950194
441 0 363.0 1.41 3630.0 5.6 6.283484370621113
442 0 26.0 1.41 1853.0 11.6 9.737937130703962
443 0 26.0 0.59 3630.0 6.4 12.699571828761707
444 0 26.0 0.59 1853.0 11.6 9.73796929647641
445 0 363.0 0.59 3630.0 5.6 6.28352031730269
446 0 363.0 1.41 1853.0 3.6 5.803320884972592
447 0 363.0 0.59 1853.0 6.8 5.804048625506871
448 0 34.0 1.66 568.0 15.6 7.893639090922778
449 0 1284.0 1.66 568.0 4.8 3.8385937322271677
450 0 34.0 1.66 2666.0 15.6 10.17497366585951
451 0 34.0 0.81 568.0 15.6 7.893637880528669
452 0 34.0 0.81 2666.0 15.2 10.174961708077038
453 0 1284.0 0.81 568.0 3.6 3.838366894418108
454 0 1284.0 1.66 2666.0 5.6 4.226025853779033
455 0 1284.0 0.81 2666.0 4.8 4.225896140742429
456 0 394.0 0.91 2568.0 4.8 5.265488722628968
457 0 291.0 0.91 2568.0 4.8 6.084682073699828
458 0 394.0 0.91 666.0 4.8 5.136221254665786
459 0 394.0 1.56 2568.0 3.6 5.265241320935514
460 0 394.0 1.56 666.0 6.8 5.136493562429859
461 0 291.0 1.56 2568.0 15.6 6.085787204192599
462 0 291.0 0.91 666.0 4.8 5.4714889640617566
463 0 291.0 1.56 666.0 5.6 5.471630560063862
464 0 772.0 1.29 1568.0 4.8 4.232497987621871
465 0 573.0 1.29 1568.0 5.6 4.565585085054712
466 0 772.0 1.29 1666.0 4.8 4.257660386999115
467 0 772.0 1.93 1568.0 2.8 4.232149563518093
468 0 772.0 1.93 1666.0 4.8 4.257657780275334
469 0 573.0 1.93 1568.0 4.8 4.565476098780727
470 0 573.0 1.29 1666.0 4.8 4.594514576820807
471 0 573.0 1.93 1666.0 4.8 4.594514525541493
472 0 182.0 0.54 3568.0 7.6 9.914031704118711
473 0 113.0 0.54 3568.0 10.8 11.188990804162918
474 0 182.0 0.54 3666.0 4.8 10.13960829187294
475 0 182.0 1.18 3568.0 16.8 9.915251183994043
476 0 182.0 1.18 3666.0 7.2 10.140272392525594
477 0 113.0 1.18 3568.0 9.6 11.188853821213913
478 0 113.0 0.54 3666.0 8.0 11.743753369928006
479 0 113.0 1.18 3666.0 10.8 11.744369818173304
