id run_id numberOfAgents Power Traffic timeToInform
664 0 252.0 1.34 3193.0 6.8
665 0 1117.0 1.34 3193.0 4.8
666 0 252.0 1.34 791.0 5.6
667 0 252.0 1.79 3193.0 3.6
668 0 252.0 1.79 791.0 4.8
669 0 1117.0 1.79 3193.0 3.6
670 0 1117.0 1.34 791.0 5.6
671 0 1117.0 1.79 791.0 3.6
672 0 161.0 1.9 1693.0 5.6
673 0 740.0 1.9 1693.0 3.6
674 0 161.0 1.9 291.0 8.8
675 0 161.0 1.6 1693.0 6.0
676 0 161.0 1.6 291.0 6.0
677 0 740.0 1.6 1693.0 4.8
678 0 740.0 1.9 291.0 4.8
679 0 740.0 1.6 291.0 3.6
680 0 706.0 1.15 3693.0 4.8
681 0 172.0 1.15 3693.0 37.1999999999999
682 0 706.0 1.15 2291.0 4.8
683 0 706.0 0.85 3693.0 4.8
684 0 706.0 0.85 2291.0 4.8
685 0 172.0 0.85 3693.0 21.2
686 0 172.0 1.15 2291.0 11.6
687 0 172.0 0.85 2291.0 8.8
688 0 362.0 1.52 693.0 3.6
689 0 379.0 1.52 693.0 6.8
690 0 362.0 1.52 3291.0 5.6
691 0 362.0 1.23 693.0 5.6
692 0 362.0 1.23 3291.0 5.6
693 0 379.0 1.23 693.0 4.8
694 0 379.0 1.52 3291.0 3.6
695 0 379.0 1.23 3291.0 5.6
696 0 18.0 0.77 2693.0 7.2
697 0 27.0 0.77 2693.0 22.4
698 0 18.0 0.77 1291.0 3.6
699 0 18.0 1.98 2693.0 6.0
700 0 18.0 1.98 1291.0 4.8
701 0 27.0 1.98 2693.0 13.2
702 0 27.0 0.77 1291.0 7.6
703 0 27.0 1.98 1291.0 7.6
704 0 22.0 1.44 99.0 2.8
705 0 538.0 1.44 99.0 4.8
706 0 22.0 1.44 634.0 3.6
707 0 22.0 1.5 99.0 2.8
708 0 22.0 1.5 634.0 3.6
709 0 538.0 1.5 99.0 4.8
710 0 538.0 1.44 634.0 5.6
711 0 538.0 1.5 634.0 3.6
712 0 370.0 0.69 2099.0 4.8
713 0 99.0 0.69 2099.0 14.0
714 0 370.0 0.69 2634.0 5.6
715 0 370.0 0.75 2099.0 4.8
716 0 370.0 0.75 2634.0 4.8
717 0 99.0 0.75 2099.0 8.8
718 0 99.0 0.69 2634.0 14.4
719 0 99.0 0.75 2634.0 9.6
720 0 721.0 1.82 1099.0 4.8
721 0 1154.0 1.82 1099.0 4.0
722 0 721.0 1.82 3634.0 4.8
723 0 721.0 1.12 1099.0 4.8
724 0 721.0 1.12 3634.0 4.8
725 0 1154.0 1.12 1099.0 4.8
726 0 1154.0 1.82 3634.0 3.6
727 0 1154.0 1.12 3634.0 4.8
728 0 166.0 1.07 3099.0 9.6
729 0 272.0 1.07 3099.0 4.8
730 0 166.0 1.07 1634.0 9.2
731 0 166.0 1.87 3099.0 5.6
732 0 166.0 1.87 1634.0 3.6
733 0 272.0 1.87 3099.0 5.6
734 0 272.0 1.07 1634.0 4.8
735 0 272.0 1.87 1634.0 7.2
736 0 258.0 0.5 1599.0 6.8
737 0 178.0 0.5 1599.0 5.6
738 0 258.0 0.5 1134.0 7.6
739 0 258.0 1.31 1599.0 4.8
740 0 258.0 1.31 1134.0 4.8
741 0 178.0 1.31 1599.0 6.8
742 0 178.0 0.5 1134.0 5.6
743 0 178.0 1.31 1134.0 5.6
744 0 1079.0 1.25 3599.0 3.6
745 0 757.0 1.25 3599.0 3.6
746 0 1079.0 1.25 3134.0 4.8
747 0 1079.0 0.56 3599.0 4.8
748 0 1079.0 0.56 3134.0 3.6
749 0 757.0 0.56 3599.0 4.8
750 0 757.0 1.25 3134.0 4.8
751 0 757.0 0.56 3134.0 4.8
752 0 516.0 0.88 599.0 4.8
753 0 31.0 0.88 599.0 14.8
754 0 516.0 0.88 2134.0 4.8
755 0 516.0 0.93 599.0 5.6
756 0 516.0 0.93 2134.0 3.6
757 0 31.0 0.93 599.0 14.8
758 0 31.0 0.88 2134.0 14.8
759 0 31.0 0.93 2134.0 14.8
760 0 89.0 1.63 2599.0 8.8
761 0 387.0 1.63 2599.0 4.8
762 0 89.0 1.63 134.0 2.8
763 0 89.0 1.68 2599.0 11.6
764 0 89.0 1.68 134.0 2.8
765 0 387.0 1.68 2599.0 3.6
766 0 387.0 1.63 134.0 4.8
767 0 387.0 1.68 134.0 3.6
768 0 126.0 0.97 1349.0 14.4
769 0 917.0 0.97 1349.0 3.6
770 0 126.0 0.97 2884.0 2.8
771 0 126.0 1.97 1349.0 21.6
772 0 126.0 1.97 2884.0 10.0
773 0 917.0 1.97 1349.0 4.8
774 0 917.0 0.97 2884.0 4.8
775 0 917.0 1.97 2884.0 4.8
776 0 608.0 1.72 3349.0 5.6
777 0 222.0 1.72 3349.0 3.6
778 0 608.0 1.72 884.0 4.8
779 0 608.0 1.22 3349.0 4.8
780 0 608.0 1.22 884.0 4.8
781 0 222.0 1.22 3349.0 8.8
782 0 222.0 1.72 884.0 6.4
783 0 222.0 1.22 884.0 5.6
784 0 1451.0 0.6 349.0 3.6
785 0 457.0 0.6 349.0 2.8
786 0 1451.0 0.6 1884.0 3.6
787 0 1451.0 0.84 349.0 2.8
788 0 1451.0 0.84 1884.0 4.8
789 0 457.0 0.84 349.0 4.8
790 0 457.0 0.6 1884.0 3.6
791 0 457.0 0.84 1884.0 5.6
792 0 311.0 1.35 2349.0 4.8
793 0 64.0 1.35 2349.0 11.2
794 0 311.0 1.35 3884.0 7.6
795 0 311.0 1.59 2349.0 6.8
796 0 311.0 1.59 3884.0 3.6
797 0 64.0 1.59 2349.0 12.4
798 0 64.0 1.35 3884.0 22.0
799 0 64.0 1.59 3884.0 9.2
800 0 210.0 1.91 849.0 9.2
801 0 137.0 1.91 849.0 9.2
802 0 210.0 1.91 3384.0 8.8
803 0 210.0 1.78 849.0 8.8
804 0 210.0 1.78 3384.0 8.8
805 0 137.0 1.78 849.0 7.2
806 0 137.0 1.91 3384.0 33.1999999999999
807 0 137.0 1.78 3384.0 22.8
808 0 869.0 1.16 2849.0 3.6
809 0 636.0 1.16 2849.0 3.6
810 0 869.0 1.16 1384.0 4.8
811 0 869.0 1.03 2849.0 3.6
812 0 869.0 1.03 1384.0 3.6
813 0 636.0 1.03 2849.0 5.6
814 0 636.0 1.16 1384.0 4.8
815 0 636.0 1.03 1384.0 5.6
816 0 438.0 1.53 1849.0 6.8
817 0 326.0 1.53 1849.0 4.8
818 0 438.0 1.53 384.0 4.8
819 0 438.0 0.65 1849.0 6.0
820 0 438.0 0.65 384.0 4.8
821 0 326.0 0.65 1849.0 4.8
822 0 326.0 1.53 384.0 6.0
823 0 326.0 0.65 384.0 4.8
824 0 55.0 0.78 3849.0 11.2
825 0 1625.0 0.78 3849.0 3.6
826 0 55.0 0.78 2384.0 9.6
827 0 55.0 1.4 3849.0 16.4
828 0 55.0 1.4 2384.0 10.0
829 0 1625.0 1.4 3849.0 4.8
830 0 1625.0 0.78 2384.0 6.0
831 0 1625.0 1.4 2384.0 4.8
832 0 72.0 1.77 1974.0 20.8
833 0 15.0 1.77 1974.0 4.8
834 0 72.0 1.77 1509.0 14.4
835 0 72.0 0.98 1974.0 8.8
836 0 72.0 0.98 1509.0 5.6
837 0 15.0 0.98 1974.0 5.6
838 0 15.0 1.77 1509.0 4.8
839 0 15.0 0.98 1509.0 6.8
840 0 475.0 1.02 3974.0 5.6
841 0 356.0 1.02 3974.0 5.6
842 0 475.0 1.02 3509.0 5.6
843 0 475.0 1.73 3974.0 5.6
844 0 475.0 1.73 3509.0 6.8
845 0 356.0 1.73 3974.0 3.6
846 0 356.0 1.02 3509.0 5.6
847 0 356.0 1.73 3509.0 5.6
848 0 963.0 1.39 974.0 5.6
849 0 157.0 1.39 974.0 9.6
850 0 963.0 1.39 2509.0 4.8
851 0 963.0 1.36 974.0 3.6
852 0 963.0 1.36 2509.0 3.6
853 0 157.0 1.36 974.0 6.8
854 0 157.0 1.39 2509.0 5.6
855 0 157.0 1.36 2509.0 5.6
856 0 234.0 0.64 2974.0 4.8
857 0 692.0 0.64 2974.0 4.8
858 0 234.0 0.64 509.0 7.2
859 0 234.0 0.61 2974.0 29.2
860 0 234.0 0.61 509.0 6.8
861 0 692.0 0.61 2974.0 4.8
862 0 692.0 0.64 509.0 4.8
863 0 692.0 0.61 509.0 5.6
864 0 340.0 1.21 474.0 3.6
865 0 1021.0 1.21 474.0 3.6
866 0 340.0 1.21 9.0 3.6
867 0 340.0 1.17 474.0 3.6
868 0 340.0 1.17 9.0 3.6
869 0 1021.0 1.17 474.0 2.8
870 0 1021.0 1.21 9.0 3.6
871 0 1021.0 1.17 9.0 3.6
872 0 1854.0 1.96 2474.0 3.6
873 0 246.0 1.96 2474.0 4.8
874 0 1854.0 1.96 2009.0 4.0
875 0 1854.0 1.92 2474.0 3.6
876 0 1854.0 1.92 2009.0 4.0
877 0 246.0 1.92 2474.0 6.8
878 0 246.0 1.96 2009.0 10.4
879 0 246.0 1.92 2009.0 8.8
880 0 661.0 0.83 1474.0 2.8
881 0 496.0 0.83 1474.0 2.8
882 0 661.0 0.83 3009.0 4.8
883 0 661.0 1.54 1474.0 4.8
884 0 661.0 1.54 3009.0 4.8
885 0 496.0 1.54 1474.0 4.8
886 0 496.0 0.83 3009.0 5.6
887 0 496.0 1.54 3009.0 4.8
888 0 146.0 1.58 3474.0 31.2
889 0 81.0 1.58 3474.0 9.2
890 0 146.0 1.58 1009.0 12.4
891 0 146.0 0.79 3474.0 13.6
892 0 146.0 0.79 1009.0 8.8
893 0 81.0 0.79 3474.0 5.6
894 0 81.0 1.58 1009.0 6.0
895 0 81.0 0.79 1009.0 5.2
896 0 107.0 0.74 724.0 4.8
897 0 298.0 0.74 724.0 5.6
898 0 107.0 0.74 3759.0 6.0
899 0 107.0 0.51 724.0 3.6
900 0 107.0 0.51 3759.0 16.0
901 0 298.0 0.51 724.0 6.8
902 0 298.0 0.74 3759.0 6.8
903 0 298.0 0.51 3759.0 5.6
904 0 560.0 1.49 2724.0 3.6
905 0 1336.0 1.49 2724.0 3.6
906 0 560.0 1.49 1759.0 5.6
907 0 560.0 1.26 2724.0 4.8
908 0 560.0 1.26 1759.0 4.8
909 0 1336.0 1.26 2724.0 4.8
910 0 1336.0 1.49 1759.0 4.8
911 0 1336.0 1.26 1759.0 3.6
912 0 1231.0 1.11 1724.0 4.8
913 0 117.0 1.11 1724.0 5.6
914 0 1231.0 1.11 759.0 3.6
915 0 1231.0 1.64 1724.0 5.6
916 0 1231.0 1.64 759.0 3.6
917 0 117.0 1.64 1724.0 6.8
918 0 117.0 1.11 759.0 5.6
919 0 117.0 1.64 759.0 7.2
920 0 284.0 1.86 3724.0 7.6
921 0 585.0 1.86 3724.0 5.6
922 0 284.0 1.86 2759.0 9.6
923 0 284.0 0.89 3724.0 7.6
924 0 284.0 0.89 2759.0 4.8
925 0 585.0 0.89 3724.0 4.8
926 0 585.0 1.86 2759.0 4.8
927 0 585.0 0.89 2759.0 5.6
928 0 188.0 1.3 1224.0 5.6
929 0 421.0 1.3 1224.0 6.8
930 0 188.0 1.3 2259.0 10.8
931 0 188.0 0.7 1224.0 6.8
932 0 188.0 0.7 2259.0 5.6
933 0 421.0 0.7 1224.0 5.6
934 0 421.0 1.3 2259.0 4.8
935 0 421.0 0.7 2259.0 3.6
936 0 790.0 0.55 3224.0 3.6
937 0 47.0 0.55 3224.0 16.0
938 0 790.0 0.55 259.0 3.6
939 0 790.0 1.45 3224.0 3.6
940 0 790.0 1.45 259.0 3.6
941 0 47.0 1.45 3224.0 21.6
942 0 47.0 0.55 259.0 11.6
943 0 47.0 1.45 259.0 11.6
944 0 403.0 1.68 224.0 5.6
945 0 830.0 1.68 224.0 4.8
946 0 403.0 1.68 1259.0 4.8
947 0 403.0 1.82 224.0 4.8
948 0 403.0 1.82 1259.0 4.8
949 0 830.0 1.82 224.0 3.6
950 0 830.0 1.68 1259.0 5.6
951 0 830.0 1.82 1259.0 4.8
952 0 38.0 0.93 2224.0 16.8
953 0 200.0 0.93 2224.0 7.6
954 0 38.0 0.93 3259.0 16.8
955 0 38.0 1.07 2224.0 16.0
956 0 38.0 1.07 3259.0 16.0
957 0 200.0 1.07 2224.0 7.6
958 0 200.0 0.93 3259.0 4.8
959 0 200.0 1.07 3259.0 6.8
960 0 30.0 0.62 1037.0 4.8
961 0 90.0 0.62 1037.0 15.2
962 0 30.0 0.62 197.0 6.8
963 0 30.0 0.91 1037.0 5.6
964 0 30.0 0.91 197.0 4.8
965 0 90.0 0.91 1037.0 10.0
966 0 90.0 0.62 197.0 5.6
967 0 90.0 0.91 197.0 3.6
968 0 386.0 1.37 3037.0 5.6
969 0 517.0 1.37 3037.0 5.6
970 0 386.0 1.37 2197.0 6.8
971 0 386.0 1.66 3037.0 4.8
972 0 386.0 1.66 2197.0 8.8
973 0 517.0 1.66 3037.0 4.8
974 0 517.0 1.37 2197.0 5.6
975 0 517.0 1.66 2197.0 5.6
976 0 754.0 1.0 37.0 3.6
977 0 259.0 1.0 37.0 2.8
978 0 754.0 1.0 3197.0 3.6
979 0 754.0 1.29 37.0 4.0
980 0 754.0 1.29 3197.0 5.6
981 0 259.0 1.29 37.0 6.8
982 0 259.0 1.0 3197.0 8.8
983 0 259.0 1.29 3197.0 7.6
984 0 177.0 1.75 2037.0 7.6
985 0 1083.0 1.75 2037.0 3.6
986 0 177.0 1.75 1197.0 12.0
987 0 177.0 0.54 2037.0 11.6
988 0 177.0 0.54 1197.0 7.6
989 0 1083.0 0.54 2037.0 3.6
990 0 1083.0 1.75 1197.0 5.6
991 0 1083.0 0.54 1197.0 3.2
992 0 271.0 1.56 537.0 2.8
993 0 723.0 1.56 537.0 4.8
994 0 271.0 1.56 1697.0 5.6
995 0 271.0 1.1 537.0 5.6
996 0 271.0 1.1 1697.0 3.6
997 0 723.0 1.1 537.0 5.6
998 0 723.0 1.56 1697.0 3.6
999 0 723.0 1.1 1697.0 4.8
1000 0 1149.0 0.81 2537.0 3.6
1001 0 167.0 0.81 2537.0 12.8
1002 0 1149.0 0.81 3697.0 3.6
1003 0 1149.0 1.85 2537.0 3.6
1004 0 1149.0 1.85 3697.0 4.8
1005 0 167.0 1.85 2537.0 14.4
1006 0 167.0 0.81 3697.0 4.8
1007 0 167.0 1.85 3697.0 10.8
1008 0 537.0 1.93 1537.0 3.6
1009 0 371.0 1.93 1537.0 5.6
1010 0 537.0 1.93 2697.0 4.8
1011 0 537.0 1.47 1537.0 5.6
1012 0 537.0 1.47 2697.0 5.6
1013 0 371.0 1.47 1537.0 5.6
1014 0 371.0 1.93 2697.0 6.8
1015 0 371.0 1.47 2697.0 5.6
1016 0 98.0 1.18 3537.0 5.6
1017 0 23.0 1.18 3537.0 6.4
1018 0 98.0 1.18 697.0 10.8
1019 0 98.0 0.72 3537.0 11.2
1020 0 98.0 0.72 697.0 4.8
1021 0 23.0 0.72 3537.0 12.0
1022 0 23.0 1.18 697.0 12.0
1023 0 23.0 0.72 697.0 12.0
1024 0 136.0 1.84 287.0 5.6
1025 0 211.0 1.84 287.0 3.6
1026 0 136.0 1.84 2447.0 6.4
1027 0 136.0 0.63 287.0 5.6
1028 0 136.0 0.63 2447.0 6.8
1029 0 211.0 0.63 287.0 7.2
1030 0 211.0 1.84 2447.0 5.6
1031 0 211.0 0.63 2447.0 5.2
1032 0 634.0 1.09 2287.0 4.8
1033 0 872.0 1.09 2287.0 4.8
1034 0 634.0 1.09 447.0 4.8
1035 0 634.0 1.38 2287.0 6.8
1036 0 634.0 1.38 447.0 4.4
1037 0 872.0 1.38 2287.0 4.8
1038 0 872.0 1.09 447.0 5.6
1039 0 872.0 1.38 447.0 2.8
1040 0 1613.0 1.46 1287.0 4.8
1041 0 55.0 1.46 1287.0 9.6
1042 0 1613.0 1.46 1447.0 3.6
1043 0 1613.0 1.75 1287.0 4.8
1044 0 1613.0 1.75 1447.0 3.6
1045 0 55.0 1.75 1287.0 9.6
1046 0 55.0 1.46 1447.0 9.6
1047 0 55.0 1.75 1447.0 9.6
1048 0 325.0 0.71 3287.0 3.6
1049 0 439.0 0.71 3287.0 4.8
1050 0 325.0 0.71 3447.0 4.8
1051 0 325.0 1.0 3287.0 5.6
1052 0 325.0 1.0 3447.0 11.6
1053 0 439.0 1.0 3287.0 7.6
1054 0 439.0 0.71 3447.0 6.8
1055 0 439.0 1.0 3447.0 5.6
1056 0 222.0 0.9 1787.0 5.6
1057 0 609.0 0.9 1787.0 3.6
1058 0 222.0 0.9 3947.0 5.6
1059 0 222.0 0.82 1787.0 7.6
1060 0 222.0 0.82 3947.0 8.8
1061 0 609.0 0.82 1787.0 4.8
1062 0 609.0 0.9 3947.0 4.8
1063 0 609.0 0.82 3947.0 4.8
1064 0 914.0 1.65 3787.0 3.6
1065 0 127.0 1.65 3787.0 5.6
1066 0 914.0 1.65 1947.0 3.6
1067 0 914.0 1.57 3787.0 2.8
1068 0 914.0 1.57 1947.0 4.8
1069 0 127.0 1.57 3787.0 5.6
1070 0 127.0 1.65 1947.0 24.4
1071 0 127.0 1.57 1947.0 7.6
1072 0 456.0 0.53 787.0 6.8
1073 0 1460.0 0.53 787.0 3.6
1074 0 456.0 0.53 947.0 4.8
1075 0 456.0 1.94 787.0 4.8
1076 0 456.0 1.94 947.0 5.6
1077 0 1460.0 1.94 787.0 3.6
1078 0 1460.0 0.53 947.0 5.6
1079 0 1460.0 1.94 947.0 3.6
1080 0 63.0 1.28 2787.0 10.0
1081 0 312.0 1.28 2787.0 7.6
1082 0 63.0 1.28 2947.0 8.8
1083 0 63.0 1.19 2787.0 9.2
1084 0 63.0 1.19 2947.0 7.6
1085 0 312.0 1.19 2787.0 14.8
1086 0 312.0 1.28 2947.0 3.6
1087 0 312.0 1.19 2947.0 4.8
1088 0 46.0 1.14 912.0 5.6
1089 0 404.0 1.14 912.0 5.6
1090 0 46.0 1.14 1072.0 5.6
1091 0 46.0 1.61 912.0 5.6
1092 0 46.0 1.61 1072.0 5.6
1093 0 404.0 1.61 912.0 5.6
1094 0 404.0 1.14 1072.0 3.6
1095 0 404.0 1.61 1072.0 5.6
1096 0 420.0 1.89 2912.0 6.8
1097 0 39.0 1.89 2912.0 7.6
1098 0 420.0 1.89 3072.0 5.6
1099 0 420.0 0.86 2912.0 7.6
1100 0 420.0 0.86 3072.0 3.6
1101 0 39.0 0.86 2912.0 7.6
1102 0 39.0 1.89 3072.0 7.6
1103 0 39.0 0.86 3072.0 7.6
1104 0 828.0 0.76 1912.0 4.8
1105 0 792.0 0.76 1912.0 3.6
1106 0 828.0 0.76 2072.0 4.8
1107 0 828.0 1.24 1912.0 3.6
1108 0 828.0 1.24 2072.0 5.6
1109 0 792.0 1.24 1912.0 4.8
1110 0 792.0 0.76 2072.0 3.6
1111 0 792.0 1.24 2072.0 4.0
1112 0 199.0 1.51 3912.0 6.8
1113 0 189.0 1.51 3912.0 15.2
1114 0 199.0 1.51 72.0 3.6
1115 0 199.0 1.99 3912.0 24.4
1116 0 199.0 1.99 72.0 2.8
1117 0 189.0 1.99 3912.0 9.6
1118 0 189.0 1.51 72.0 3.6
1119 0 189.0 1.99 72.0 5.6
1120 0 297.0 1.7 1412.0 5.6
1121 0 285.0 1.7 1412.0 8.8
1122 0 297.0 1.7 572.0 6.4
1123 0 297.0 1.43 1412.0 6.8
1124 0 297.0 1.43 572.0 5.6
1125 0 285.0 1.43 1412.0 3.6
1126 0 285.0 1.7 572.0 3.6
1127 0 285.0 1.43 572.0 6.8
1128 0 1329.0 0.95 3412.0 4.8
1129 0 1237.0 0.95 3412.0 3.6
1130 0 1329.0 0.95 2572.0 5.6
1131 0 1329.0 0.68 3412.0 4.0
1132 0 1329.0 0.68 2572.0 4.8
1133 0 1237.0 0.68 3412.0 4.8
1134 0 1237.0 0.95 2572.0 3.6
1135 0 1237.0 0.68 2572.0 3.6
1136 0 583.0 1.32 412.0 4.8
1137 0 108.0 1.32 412.0 3.6
1138 0 583.0 1.32 3572.0 4.8
1139 0 583.0 1.05 412.0 4.8
1140 0 583.0 1.05 3572.0 3.6
1141 0 108.0 1.05 412.0 4.0
1142 0 108.0 1.32 3572.0 14.4
1143 0 108.0 1.05 3572.0 14.8
1144 0 117.0 0.57 2412.0 9.6
1145 0 561.0 0.57 2412.0 4.8
1146 0 117.0 0.57 1572.0 9.2
1147 0 117.0 1.8 2412.0 9.6
1148 0 117.0 1.8 1572.0 9.2
1149 0 561.0 1.8 2412.0 3.6
1150 0 561.0 0.57 1572.0 4.8
1151 0 561.0 1.8 1572.0 4.8
1152 0 80.0 1.42 1662.0 15.2
1153 0 1874.0 1.42 1662.0 4.8
1154 0 80.0 1.42 3322.0 6.8
1155 0 80.0 1.9 1662.0 8.0
1156 0 80.0 1.9 3322.0 5.6
1157 0 1874.0 1.9 1662.0 3.6
1158 0 1874.0 1.42 3322.0 4.8
1159 0 1874.0 1.9 3322.0 4.8
1160 0 495.0 0.67 3662.0 5.6
1161 0 341.0 0.67 3662.0 4.8
1162 0 495.0 0.67 1322.0 3.6
1163 0 495.0 1.15 3662.0 3.6
1164 0 495.0 1.15 1322.0 5.6
1165 0 341.0 1.15 3662.0 6.8
1166 0 341.0 0.67 1322.0 5.6
1167 0 341.0 1.15 1322.0 3.6
1168 0 1018.0 1.79 662.0 3.6
1169 0 663.0 1.79 662.0 3.6
1170 0 1018.0 1.79 322.0 3.6
1171 0 1018.0 0.77 662.0 2.8
1172 0 1018.0 0.77 322.0 4.8
1173 0 663.0 0.77 662.0 4.8
1174 0 663.0 1.79 322.0 6.8
1175 0 663.0 0.77 322.0 4.8
1176 0 246.0 1.04 2662.0 4.8
1177 0 147.0 1.04 2662.0 7.2
1178 0 246.0 1.04 2322.0 8.8
1179 0 246.0 1.52 2662.0 3.6
1180 0 246.0 1.52 2322.0 7.6
1181 0 147.0 1.52 2662.0 6.8
1182 0 147.0 1.04 2322.0 6.8
1183 0 147.0 1.52 2322.0 7.2
1184 0 156.0 0.86 162.0 6.8
1185 0 72.0 0.86 162.0 5.6
1186 0 156.0 0.86 2822.0 6.8
1187 0 156.0 1.71 162.0 4.8
1188 0 156.0 1.71 2822.0 4.8
1189 0 72.0 1.71 162.0 5.6
1190 0 72.0 0.86 2822.0 15.2
1191 0 72.0 1.71 2822.0 4.8
1192 0 691.0 1.61 2162.0 5.6
1193 0 476.0 1.61 2162.0 4.8
1194 0 691.0 1.61 822.0 3.6
1195 0 691.0 0.96 2162.0 5.6
1196 0 691.0 0.96 822.0 2.8
1197 0 476.0 0.96 2162.0 6.8
1198 0 476.0 1.61 822.0 5.6
1199 0 476.0 0.96 822.0 4.8
1200 0 355.0 1.23 1162.0 4.8
1201 0 234.0 1.23 1162.0 5.6
1202 0 355.0 1.23 1822.0 4.8
1203 0 355.0 0.58 1162.0 5.6
1204 0 355.0 0.58 1822.0 5.6
1205 0 234.0 0.58 1162.0 8.8
1206 0 234.0 1.23 1822.0 8.8
1207 0 234.0 0.58 1822.0 13.2
1208 0 15.0 1.98 3162.0 6.0
1209 0 966.0 1.98 3162.0 4.8
1210 0 15.0 1.98 3822.0 6.0
1211 0 15.0 1.33 3162.0 5.6
1212 0 15.0 1.33 3822.0 7.6
1213 0 966.0 1.33 3162.0 3.6
1214 0 966.0 1.98 3822.0 3.6
1215 0 966.0 1.33 3822.0 4.8
1216 0 16.0 0.84 833.0 14.8
1217 0 186.0 0.84 833.0 9.2
1218 0 16.0 0.84 1650.0 14.8
1219 0 16.0 1.19 833.0 14.8
1220 0 16.0 1.19 1650.0 14.8
1221 0 186.0 1.19 833.0 5.2
1222 0 186.0 0.84 1650.0 6.0
1223 0 186.0 1.19 1650.0 6.8
1224 0 359.0 1.59 2833.0 5.6
1225 0 783.0 1.59 2833.0 4.8
1226 0 359.0 1.59 3650.0 5.6
1227 0 359.0 1.94 2833.0 9.6
1228 0 359.0 1.94 3650.0 4.8
1229 0 783.0 1.94 2833.0 4.8
1230 0 783.0 1.59 3650.0 4.8
1231 0 783.0 1.94 3650.0 4.8
1232 0 698.0 1.21 1833.0 4.8
1233 0 37.0 1.21 1833.0 4.8
1234 0 698.0 1.21 2650.0 4.8
1235 0 698.0 1.56 1833.0 4.8
1236 0 698.0 1.56 2650.0 4.8
1237 0 37.0 1.56 1833.0 4.8
1238 0 37.0 1.21 2650.0 6.0
1239 0 37.0 1.56 2650.0 8.8
1240 0 159.0 1.96 3833.0 30.4
1241 0 400.0 1.96 3833.0 4.8
1242 0 159.0 1.96 650.0 6.4
1243 0 159.0 0.81 3833.0 4.8
1244 0 159.0 0.81 650.0 4.8
1245 0 400.0 0.81 3833.0 5.6
1246 0 400.0 1.96 650.0 3.6
1247 0 400.0 0.81 650.0 6.8
1248 0 249.0 1.4 1333.0 8.8
1249 0 555.0 1.4 1333.0 4.8
1250 0 249.0 1.4 150.0 4.8
1251 0 249.0 1.0 1333.0 5.6
1252 0 249.0 1.0 150.0 3.6
1253 0 555.0 1.0 1333.0 4.8
1254 0 555.0 1.4 150.0 5.6
1255 0 555.0 1.0 150.0 4.8
1256 0 1032.0 0.65 3333.0 4.8
1257 0 106.0 0.65 3333.0 16.8
1258 0 1032.0 0.65 2150.0 2.8
1259 0 1032.0 1.75 3333.0 3.6
1260 0 1032.0 1.75 2150.0 3.6
1261 0 106.0 1.75 3333.0 10.0
1262 0 106.0 0.65 2150.0 5.2
1263 0 106.0 1.75 2150.0 5.6
1264 0 500.0 1.78 333.0 4.4
1265 0 1215.0 1.78 333.0 4.8
1266 0 500.0 1.78 3150.0 5.6
1267 0 500.0 1.37 333.0 4.0
1268 0 500.0 1.37 3150.0 5.6
1269 0 1215.0 1.37 333.0 4.8
1270 0 1215.0 1.78 3150.0 3.6
1271 0 1215.0 1.37 3150.0 4.8
1272 0 83.0 1.03 2333.0 10.4
1273 0 281.0 1.03 2333.0 4.8
1274 0 83.0 1.03 1150.0 10.8
1275 0 83.0 0.62 2333.0 10.8
1276 0 83.0 0.62 1150.0 10.0
1277 0 281.0 0.62 2333.0 5.6
1278 0 281.0 1.03 1150.0 8.8
1279 0 281.0 0.62 1150.0 5.6
1280 0 119.0 1.68 1583.0 6.8
1281 0 144.0 1.68 1583.0 3.6
1282 0 119.0 1.68 3900.0 5.6
1283 0 119.0 0.72 1583.0 5.6
1284 0 119.0 0.72 3900.0 20.8
1285 0 144.0 0.72 1583.0 10.8
1286 0 144.0 1.68 3900.0 36.7999999999999
1287 0 144.0 0.72 3900.0 3.6
1288 0 589.0 0.93 3583.0 4.8
1289 0 656.0 0.93 3583.0 6.8
1290 0 589.0 0.93 1900.0 3.6
1291 0 589.0 1.47 3583.0 4.8
1292 0 589.0 1.47 1900.0 3.6
1293 0 656.0 1.47 3583.0 4.8
1294 0 656.0 0.93 1900.0 4.8
1295 0 656.0 1.47 1900.0 3.6
1296 0 1357.0 1.31 583.0 4.0
1297 0 337.0 1.31 583.0 5.6
1298 0 1357.0 1.31 900.0 3.6
1299 0 1357.0 1.84 583.0 3.6
1300 0 1357.0 1.84 900.0 4.8
1301 0 337.0 1.84 583.0 6.8
1302 0 337.0 1.31 900.0 6.8
1303 0 337.0 1.84 900.0 7.6
1304 0 301.0 0.56 2583.0 6.8
1305 0 1799.0 0.56 2583.0 4.8
1306 0 301.0 0.56 2900.0 9.6
1307 0 301.0 1.09 2583.0 3.6
1308 0 301.0 1.09 2900.0 3.6
1309 0 1799.0 1.09 2583.0 4.8
1310 0 1799.0 0.56 2900.0 3.6
1311 0 1799.0 1.09 2900.0 4.0
1312 0 202.0 1.12 83.0 4.8
1313 0 953.0 1.12 83.0 2.8
1314 0 202.0 1.12 2400.0 14.8
1315 0 202.0 0.53 83.0 4.8
1316 0 202.0 0.53 2400.0 4.8
