id run_id numberOfAgents Power Traffic timeToInform
236 0 990.0 1.2 1728.0 3.6
237 0 68.0 1.2 2005.0 16.4
238 0 68.0 0.98 1728.0 8.8
239 0 68.0 1.2 1728.0 16.0
240 0 485.0 1.36 1005.0 4.8
241 0 941.0 1.36 1005.0 3.6
242 0 485.0 1.36 728.0 4.8
243 0 485.0 0.83 1005.0 4.8
244 0 485.0 0.83 728.0 6.8
245 0 941.0 0.83 1005.0 3.6
246 0 941.0 1.36 728.0 3.2
247 0 941.0 0.83 728.0 3.6
248 0 76.0 0.61 3005.0 8.8
249 0 228.0 0.61 3005.0 9.6
250 0 76.0 0.61 2728.0 12.4
251 0 76.0 1.58 3005.0 7.6
252 0 76.0 1.58 2728.0 7.6
253 0 228.0 1.58 3005.0 4.8
254 0 228.0 0.61 2728.0 6.8
255 0 228.0 1.58 2728.0 5.6
256 0 112.0 1.27 755.0 5.2
257 0 35.0 1.27 755.0 10.8
258 0 112.0 1.27 478.0 6.8
259 0 112.0 1.3 755.0 4.8
260 0 112.0 1.3 478.0 4.0
261 0 35.0 1.3 755.0 10.8
262 0 35.0 1.27 478.0 10.8
263 0 35.0 1.3 478.0 10.8
264 0 571.0 0.52 2755.0 5.6
265 0 396.0 0.52 2755.0 4.8
266 0 571.0 0.52 2478.0 3.6
267 0 571.0 0.55 2755.0 4.8
268 0 571.0 0.55 2478.0 4.8
269 0 396.0 0.55 2755.0 6.8
270 0 396.0 0.52 2478.0 6.8
271 0 396.0 0.55 2478.0 5.6
272 0 1278.0 1.64 1755.0 3.6
273 0 183.0 1.64 1755.0 5.6
274 0 1278.0 1.64 3478.0 3.6
275 0 1278.0 0.92 1755.0 4.8
276 0 1278.0 0.92 3478.0 3.6
277 0 183.0 0.92 1755.0 5.6
278 0 183.0 1.64 3478.0 28.79999999999996
279 0 183.0 0.92 3478.0 4.8
280 0 290.0 0.89 3755.0 4.8
281 0 774.0 0.89 3755.0 3.6
282 0 290.0 0.89 1478.0 6.8
283 0 290.0 1.67 3755.0 7.6
284 0 290.0 1.67 1478.0 4.8
285 0 774.0 1.67 3755.0 3.6
286 0 774.0 0.89 1478.0 4.8
287 0 774.0 1.67 1478.0 4.8
288 0 193.0 0.7 1255.0 5.6
289 0 1194.0 0.7 1255.0 3.6
290 0 193.0 0.7 1978.0 4.8
291 0 193.0 1.49 1255.0 4.8
292 0 193.0 1.49 1978.0 12.4
293 0 1194.0 1.49 1255.0 5.6
294 0 1194.0 0.7 1978.0 5.6
295 0 1194.0 1.49 1978.0 5.2
296 0 808.0 1.45 3255.0 3.6
297 0 278.0 1.45 3255.0 17.6
298 0 808.0 1.45 3978.0 4.8
299 0 808.0 0.74 3255.0 4.8
300 0 808.0 0.74 3978.0 4.8
301 0 278.0 0.74 3255.0 4.8
302 0 278.0 1.45 3978.0 4.8
303 0 278.0 0.74 3978.0 4.8
304 0 411.0 1.08 255.0 4.8
305 0 550.0 1.08 255.0 5.6
306 0 411.0 1.08 2978.0 4.8
307 0 411.0 1.11 255.0 3.6
308 0 411.0 1.11 2978.0 5.6
309 0 550.0 1.11 255.0 4.8
310 0 550.0 1.08 2978.0 3.6
311 0 550.0 1.11 2978.0 4.8
312 0 42.0 1.83 2255.0 15.6
313 0 103.0 1.83 2255.0 10.4
314 0 42.0 1.83 978.0 9.6
315 0 42.0 1.86 2255.0 6.4
316 0 42.0 1.86 978.0 9.6
317 0 103.0 1.86 2255.0 6.8
318 0 103.0 1.83 978.0 12.8
319 0 103.0 1.86 978.0 7.2
320 0 59.0 0.56 380.0 15.6
321 0 850.0 0.56 380.0 4.8
322 0 59.0 0.56 3103.0 15.6
323 0 59.0 0.69 380.0 15.6
324 0 59.0 0.69 3103.0 15.6
325 0 850.0 0.69 380.0 3.6
326 0 850.0 0.56 3103.0 4.8
327 0 850.0 0.69 3103.0 4.8
328 0 447.0 1.31 2380.0 5.6
329 0 205.0 1.31 2380.0 5.6
330 0 447.0 1.31 1103.0 4.8
331 0 447.0 1.44 2380.0 3.6
332 0 447.0 1.44 1103.0 8.8
333 0 205.0 1.44 2380.0 4.8
334 0 205.0 1.31 1103.0 6.8
335 0 205.0 1.44 1103.0 10.4
336 0 891.0 0.94 1380.0 4.8
337 0 430.0 0.94 1380.0 4.8
338 0 891.0 0.94 103.0 3.6
339 0 891.0 1.81 1380.0 4.8
340 0 891.0 1.81 103.0 4.8
341 0 430.0 1.81 1380.0 4.8
342 0 430.0 0.94 103.0 4.8
343 0 430.0 1.81 103.0 4.8
344 0 216.0 1.69 3380.0 3.6
345 0 51.0 1.69 3380.0 13.6
346 0 216.0 1.69 2103.0 8.4
347 0 216.0 1.06 3380.0 6.8
348 0 216.0 1.06 2103.0 3.6
349 0 51.0 1.06 3380.0 14.0
350 0 51.0 1.69 2103.0 13.6
351 0 51.0 1.06 2103.0 13.2
352 0 318.0 1.5 1880.0 7.6
353 0 122.0 1.5 1880.0 12.8
354 0 318.0 1.5 2603.0 7.6
355 0 318.0 0.5 1880.0 5.6
356 0 318.0 0.5 2603.0 5.6
357 0 122.0 0.5 1880.0 12.8
358 0 122.0 1.5 2603.0 12.8
359 0 122.0 0.5 2603.0 7.6
360 0 1525.0 0.75 3880.0 3.6
361 0 597.0 0.75 3880.0 5.6
362 0 1525.0 0.75 603.0 2.8
363 0 1525.0 1.25 3880.0 4.8
364 0 1525.0 1.25 603.0 3.6
365 0 597.0 1.25 3880.0 4.8
366 0 597.0 0.75 603.0 5.6
367 0 597.0 1.25 603.0 4.8
368 0 621.0 1.87 880.0 4.8
369 0 305.0 1.87 880.0 4.8
370 0 621.0 1.87 1603.0 3.6
371 0 621.0 1.63 880.0 4.8
372 0 621.0 1.63 1603.0 4.8
373 0 305.0 1.63 880.0 6.0
374 0 305.0 1.87 1603.0 4.8
375 0 305.0 1.63 1603.0 4.8
376 0 131.0 1.12 2880.0 11.6
377 0 1394.0 1.12 2880.0 3.6
378 0 131.0 1.12 3603.0 24.0
379 0 131.0 0.88 2880.0 33.5999999999999
380 0 131.0 0.88 3603.0 30.0
381 0 1394.0 0.88 2880.0 3.6
382 0 1394.0 1.12 3603.0 4.0
383 0 1394.0 0.88 3603.0 4.0
384 0 94.0 1.97 1130.0 7.2
385 0 506.0 1.97 1130.0 4.8
386 0 94.0 1.97 1353.0 14.8
387 0 94.0 1.16 1130.0 5.6
388 0 94.0 1.16 1353.0 5.2
389 0 506.0 1.16 1130.0 4.8
390 0 506.0 1.97 1353.0 4.8
391 0 506.0 1.16 1353.0 4.8
392 0 526.0 1.22 3130.0 3.6
393 0 85.0 1.22 3130.0 24.4
394 0 526.0 1.22 3353.0 4.8
395 0 526.0 1.91 3130.0 4.8
396 0 526.0 1.91 3353.0 5.6
397 0 85.0 1.91 3130.0 14.4
398 0 85.0 1.22 3353.0 23.6
399 0 85.0 1.91 3353.0 16.0
400 0 1113.0 1.59 130.0 4.8
401 0 1051.0 1.59 130.0 4.8
402 0 1113.0 1.59 2353.0 5.6
403 0 1113.0 1.53 130.0 4.4
404 0 1113.0 1.53 2353.0 3.6
405 0 1051.0 1.53 130.0 4.8
406 0 1051.0 1.59 2353.0 3.6
407 0 1051.0 1.53 2353.0 3.6
408 0 264.0 0.84 2130.0 5.6
409 0 253.0 0.84 2130.0 5.6
410 0 264.0 0.84 353.0 2.8
411 0 264.0 0.78 2130.0 3.6
412 0 264.0 0.78 353.0 5.6
413 0 253.0 0.78 2130.0 4.8
414 0 253.0 0.84 353.0 3.6
415 0 253.0 0.78 353.0 3.6
416 0 172.0 1.03 630.0 5.2
417 0 162.0 1.03 630.0 6.4
418 0 172.0 1.03 853.0 7.2
419 0 172.0 0.97 630.0 5.6
420 0 172.0 0.97 853.0 10.4
421 0 162.0 0.97 630.0 5.6
422 0 162.0 1.03 853.0 5.6
423 0 162.0 0.97 853.0 6.4
424 0 738.0 1.78 2630.0 5.6
425 0 708.0 1.78 2630.0 3.6
426 0 738.0 1.78 2853.0 3.6
427 0 738.0 1.72 2630.0 3.6
428 0 738.0 1.72 2853.0 4.8
429 0 708.0 1.72 2630.0 3.6
430 0 708.0 1.78 2853.0 4.8
431 0 708.0 1.72 2853.0 3.6
432 0 378.0 0.66 1630.0 4.8
433 0 19.0 0.66 1630.0 10.8
434 0 378.0 0.66 3853.0 6.8
435 0 378.0 1.34 1630.0 6.0
436 0 378.0 1.34 3853.0 4.8
437 0 19.0 1.34 1630.0 10.8
438 0 19.0 0.66 3853.0 11.6
439 0 19.0 1.34 3853.0 10.8
440 0 26.0 1.41 3630.0 14.0
441 0 363.0 1.41 3630.0 5.6
442 0 26.0 1.41 1853.0 11.6
443 0 26.0 0.59 3630.0 6.4
444 0 26.0 0.59 1853.0 11.6
445 0 363.0 0.59 3630.0 5.6
446 0 363.0 1.41 1853.0 3.6
447 0 363.0 0.59 1853.0 6.8
448 0 34.0 1.66 568.0 15.6
449 0 1284.0 1.66 568.0 4.8
450 0 34.0 1.66 2666.0 15.6
451 0 34.0 0.81 568.0 15.6
452 0 34.0 0.81 2666.0 15.2
453 0 1284.0 0.81 568.0 3.6
454 0 1284.0 1.66 2666.0 5.6
455 0 1284.0 0.81 2666.0 4.8
456 0 394.0 0.91 2568.0 4.8
457 0 291.0 0.91 2568.0 4.8
458 0 394.0 0.91 666.0 4.8
459 0 394.0 1.56 2568.0 3.6
460 0 394.0 1.56 666.0 6.8
461 0 291.0 1.56 2568.0 15.6
462 0 291.0 0.91 666.0 4.8
463 0 291.0 1.56 666.0 5.6
464 0 772.0 1.29 1568.0 4.8
465 0 573.0 1.29 1568.0 5.6
466 0 772.0 1.29 1666.0 4.8
467 0 772.0 1.93 1568.0 2.8
468 0 772.0 1.93 1666.0 4.8
469 0 573.0 1.93 1568.0 4.8
470 0 573.0 1.29 1666.0 4.8
471 0 573.0 1.93 1666.0 4.8
472 0 182.0 0.54 3568.0 7.6
473 0 113.0 0.54 3568.0 10.8
474 0 182.0 0.54 3666.0 4.8
475 0 182.0 1.18 3568.0 16.8
476 0 182.0 1.18 3666.0 7.2
477 0 113.0 1.18 3568.0 9.6
478 0 113.0 0.54 3666.0 8.0
479 0 113.0 1.18 3666.0 10.8
480 0 277.0 1.1 1068.0 4.8
481 0 43.0 1.1 1068.0 8.8
482 0 277.0 1.1 3166.0 8.8
483 0 277.0 0.62 1068.0 5.6
484 0 277.0 0.62 3166.0 5.6
485 0 43.0 0.62 1068.0 8.8
486 0 43.0 1.1 3166.0 15.2
487 0 43.0 0.62 3166.0 16.8
488 0 1189.0 1.85 3068.0 3.6
489 0 412.0 1.85 3068.0 4.8
490 0 1189.0 1.85 1166.0 4.8
491 0 1189.0 1.37 3068.0 3.6
492 0 1189.0 1.37 1166.0 4.8
493 0 412.0 1.37 3068.0 4.8
494 0 412.0 1.85 1166.0 4.8
495 0 412.0 1.37 1166.0 3.6
496 0 548.0 0.73 68.0 3.6
497 0 194.0 0.73 68.0 2.8
498 0 548.0 0.73 166.0 3.6
499 0 548.0 1.74 68.0 3.6
500 0 548.0 1.74 166.0 5.6
501 0 194.0 1.74 68.0 4.8
502 0 194.0 0.73 166.0 2.8
503 0 194.0 1.74 166.0 4.8
504 0 103.0 1.48 2068.0 7.6
505 0 811.0 1.48 2068.0 4.8
506 0 103.0 1.48 2166.0 20.4
507 0 103.0 0.99 2068.0 6.8
508 0 103.0 0.99 2166.0 7.6
509 0 811.0 0.99 2068.0 4.8
510 0 811.0 1.48 2166.0 3.6
511 0 811.0 0.99 2166.0 6.8
512 0 141.0 0.82 1818.0 9.6
513 0 348.0 0.82 1818.0 9.6
514 0 141.0 0.82 916.0 11.2
515 0 141.0 1.09 1818.0 14.4
516 0 141.0 1.09 916.0 6.0
517 0 348.0 1.09 1818.0 5.6
518 0 348.0 0.82 916.0 4.8
519 0 348.0 1.09 916.0 4.8
520 0 648.0 1.57 3818.0 4.8
521 0 11.0 1.57 3818.0 14.8
522 0 648.0 1.57 2916.0 6.8
523 0 648.0 1.84 3818.0 4.8
524 0 648.0 1.84 2916.0 4.8
525 0 11.0 1.84 3818.0 14.8
526 0 11.0 1.57 2916.0 14.8
527 0 11.0 1.84 2916.0 14.8
528 0 1719.0 1.2 818.0 4.8
529 0 678.0 1.2 818.0 4.0
530 0 1719.0 1.2 3916.0 4.0
531 0 1719.0 1.46 818.0 2.8
532 0 1719.0 1.46 3916.0 3.6
533 0 678.0 1.46 818.0 5.6
534 0 678.0 1.2 3916.0 4.8
535 0 678.0 1.46 3916.0 2.8
536 0 332.0 1.95 2818.0 3.6
537 0 152.0 1.95 2818.0 13.2
538 0 332.0 1.95 1916.0 6.8
539 0 332.0 0.71 2818.0 5.6
540 0 332.0 0.71 1916.0 6.8
541 0 152.0 0.71 2818.0 8.4
542 0 152.0 1.95 1916.0 8.8
543 0 152.0 0.71 1916.0 8.4
544 0 228.0 1.38 318.0 4.8
545 0 240.0 1.38 318.0 3.6
546 0 228.0 1.38 1416.0 4.8
547 0 228.0 0.9 318.0 4.8
548 0 228.0 0.9 1416.0 8.0
549 0 240.0 0.9 318.0 4.8
550 0 240.0 1.38 1416.0 6.4
551 0 240.0 0.9 1416.0 5.6
552 0 938.0 0.63 2318.0 5.6
553 0 993.0 0.63 2318.0 3.6
554 0 938.0 0.63 3416.0 3.6
555 0 938.0 1.65 2318.0 5.6
556 0 938.0 1.65 3416.0 4.8
557 0 993.0 1.65 2318.0 4.8
558 0 993.0 0.63 3416.0 3.6
559 0 993.0 1.65 3416.0 3.6
560 0 465.0 1.76 1318.0 3.6
561 0 76.0 1.76 1318.0 7.6
562 0 465.0 1.76 2416.0 4.8
563 0 465.0 1.27 1318.0 3.6
564 0 465.0 1.27 2416.0 4.8
565 0 76.0 1.27 1318.0 7.6
566 0 76.0 1.76 2416.0 7.2
567 0 76.0 1.27 2416.0 7.6
568 0 67.0 1.01 3318.0 10.8
569 0 486.0 1.01 3318.0 4.8
570 0 67.0 1.01 416.0 4.8
571 0 67.0 0.52 3318.0 10.0
572 0 67.0 0.52 416.0 4.8
573 0 486.0 0.52 3318.0 4.8
574 0 486.0 1.01 416.0 4.8
575 0 486.0 0.52 416.0 4.4
576 0 50.0 1.62 1443.0 4.8
577 0 217.0 1.62 1443.0 4.8
578 0 50.0 1.62 3541.0 5.6
579 0 50.0 1.7 1443.0 4.8
580 0 50.0 1.7 3541.0 8.4
581 0 217.0 1.7 1443.0 10.8
582 0 217.0 1.62 3541.0 7.6
583 0 217.0 1.7 3541.0 9.2
584 0 429.0 0.87 3443.0 4.8
585 0 894.0 0.87 3443.0 4.0
586 0 429.0 0.87 1541.0 5.6
587 0 429.0 0.95 3443.0 3.6
588 0 429.0 0.95 1541.0 5.6
589 0 894.0 0.95 3443.0 4.8
590 0 894.0 0.87 1541.0 3.6
591 0 894.0 0.95 1541.0 4.8
592 0 848.0 1.99 443.0 4.8
593 0 59.0 1.99 443.0 15.6
594 0 848.0 1.99 541.0 4.8
595 0 848.0 0.57 443.0 4.8
596 0 848.0 0.57 541.0 4.8
597 0 59.0 0.57 443.0 15.6
598 0 59.0 1.99 541.0 15.6
599 0 59.0 0.57 541.0 15.2
600 0 204.0 1.24 2443.0 4.8
601 0 448.0 1.24 2443.0 4.8
602 0 204.0 1.24 2541.0 3.6
603 0 204.0 1.32 2443.0 7.6
604 0 204.0 1.32 2541.0 7.6
605 0 448.0 1.32 2443.0 4.8
606 0 448.0 1.24 2541.0 4.8
607 0 448.0 1.32 2541.0 6.8
608 0 304.0 0.68 943.0 4.8
609 0 622.0 0.68 943.0 4.8
610 0 304.0 0.68 2041.0 5.6
611 0 304.0 1.88 943.0 3.6
612 0 304.0 1.88 2041.0 4.8
613 0 622.0 1.88 943.0 5.6
614 0 622.0 0.68 2041.0 6.8
615 0 622.0 1.88 2041.0 5.6
616 0 1386.0 1.43 2943.0 3.6
617 0 132.0 1.43 2943.0 5.6
618 0 1386.0 1.43 41.0 3.6
619 0 1386.0 1.13 2943.0 4.8
620 0 1386.0 1.13 41.0 4.8
621 0 132.0 1.13 2943.0 14.4
622 0 132.0 1.43 41.0 5.6
623 0 132.0 1.13 41.0 5.6
624 0 595.0 1.05 1943.0 4.8
625 0 1535.0 1.05 1943.0 4.8
626 0 595.0 1.05 1041.0 4.4
627 0 595.0 0.76 1943.0 5.6
628 0 595.0 0.76 1041.0 4.8
629 0 1535.0 0.76 1943.0 2.8
630 0 1535.0 1.05 1041.0 4.8
631 0 1535.0 0.76 1041.0 2.8
632 0 122.0 1.8 3943.0 53.599999999999895
633 0 319.0 1.8 3943.0 5.6
634 0 122.0 1.8 3041.0 12.8
635 0 122.0 1.51 3943.0 45.599999999999895
636 0 122.0 1.51 3041.0 12.8
637 0 319.0 1.51 3943.0 11.6
638 0 319.0 1.8 3041.0 14.0
639 0 319.0 1.51 3041.0 5.6
640 0 85.0 0.96 193.0 3.6
641 0 94.0 0.96 193.0 5.6
642 0 85.0 0.96 1791.0 14.8
643 0 85.0 1.41 193.0 4.8
644 0 85.0 1.41 1791.0 14.8
645 0 94.0 1.41 193.0 5.6
646 0 94.0 0.96 1791.0 9.2
647 0 94.0 1.41 1791.0 14.8
648 0 505.0 1.71 2193.0 3.6
649 0 528.0 1.71 2193.0 4.8
650 0 505.0 1.71 3791.0 3.6
651 0 505.0 0.66 2193.0 4.8
652 0 505.0 0.66 3791.0 4.8
653 0 528.0 0.66 2193.0 4.8
654 0 528.0 1.71 3791.0 4.8
655 0 528.0 0.66 3791.0 4.8
656 0 1048.0 0.59 1193.0 4.0
657 0 265.0 0.59 1193.0 5.6
658 0 1048.0 0.59 2791.0 3.6
659 0 1048.0 1.04 1193.0 4.0
660 0 1048.0 1.04 2791.0 4.8
661 0 265.0 1.04 1193.0 4.8
662 0 265.0 0.59 2791.0 12.8
663 0 265.0 1.04 2791.0 9.6
