#IDXCOL=1,DATACOL=3,SEP=' '
timeStep numberPedsInformed-PID12 numberPedsAll-PID12 percentageInformed-PID12
1 0 0 0.0
2 0 0 0.0
3 0 4 0.0
4 0 10 0.0
5 0 17 0.0
6 0 22 0.0
7 0 30 0.0
8 0 35 0.0
9 0 42 0.0
10 0 44 0.0
11 0 54 0.0
12 0 60 0.0
13 0 65 0.0
14 0 73 0.0
15 0 82 0.0
16 0 84 0.0
17 0 93 0.0
18 0 96 0.0
19 0 103 0.0
20 0 112 0.0
21 0 115 0.0
22 0 121 0.0
23 0 128 0.0
24 0 135 0.0
25 0 137 0.0
26 0 138 0.0
27 0 144 0.0
28 0 153 0.0
29 0 157 0.0
30 0 162 0.0
31 0 172 0.0
32 0 176 0.0
33 0 191 0.0
34 0 198 0.0
35 0 203 0.0
36 0 211 0.0
37 0 216 0.0
38 0 220 0.0
39 0 230 0.0
40 0 235 0.0
41 0 242 0.0
42 0 245 0.0
43 0 251 0.0
44 0 259 0.0
45 0 270 0.0
46 0 276 0.0
47 0 284 0.0
48 0 295 0.0
49 0 300 0.0
50 0 307 0.0
51 0 311 0.0
52 0 315 0.0
53 0 324 0.0
54 0 328 0.0
55 0 337 0.0
56 0 344 0.0
57 0 353 0.0
58 0 359 0.0
59 0 365 0.0
60 0 377 0.0
61 0 382 0.0
62 0 386 0.0
63 0 393 0.0
64 0 402 0.0
65 0 410 0.0
66 0 421 0.0
67 0 425 0.0
68 0 429 0.0
69 0 434 0.0
70 0 439 0.0
71 0 444 0.0
72 0 451 0.0
73 0 456 0.0
74 0 464 0.0
75 0 475 0.0
76 0 481 0.0
77 0 487 0.0
78 0 492 0.0
79 0 497 0.0
80 0 504 0.0
81 0 507 0.0
82 0 510 0.0
83 0 511 0.0
84 0 517 0.0
85 0 525 0.0
86 0 538 0.0
87 0 541 0.0
88 0 549 0.0
89 0 556 0.0
90 0 567 0.0
91 0 574 0.0
92 0 582 0.0
93 0 587 0.0
94 0 592 0.0
95 0 600 0.0
96 0 604 0.0
97 0 610 0.0
98 0 614 0.0
99 0 621 0.0
100 0 628 0.0
101 0 638 0.0
102 0 644 0.0
103 0 650 0.0
104 0 657 0.0
105 0 663 0.0
106 0 669 0.0
107 0 674 0.0
108 0 679 0.0
109 0 689 0.0
110 0 691 0.0
111 0 699 0.0
112 0 705 0.0
113 0 712 0.0
114 0 717 0.0
115 0 727 0.0
116 0 731 0.0
117 0 739 0.0
118 0 745 0.0
119 0 748 0.0
120 0 756 0.0
121 0 761 0.0
122 0 770 0.0
123 0 777 0.0
124 0 781 0.0
125 0 791 0.0
126 0 796 0.0
127 0 804 0.0
128 0 812 0.0
129 0 816 0.0
130 0 824 0.0
131 0 830 0.0
132 0 839 0.0
133 0 842 0.0
134 0 852 0.0
135 0 863 0.0
136 0 870 0.0
137 0 877 0.0
138 0 882 0.0
139 0 891 0.0
140 0 895 0.0
141 0 901 0.0
142 0 907 0.0
143 0 912 0.0
144 0 917 0.0
145 0 920 0.0
146 0 930 0.0
147 0 937 0.0
148 0 945 0.0
149 0 950 0.0
150 0 952 0.0
151 0 959 0.0
152 0 960 0.0
153 0 971 0.0
154 0 977 0.0
155 0 981 0.0
156 0 988 0.0
157 0 996 0.0
158 0 1004 0.0
159 0 1011 0.0
160 0 1015 0.0
161 0 1018 0.0
162 0 1027 0.0
163 0 1035 0.0
164 0 1041 0.0
165 0 1045 0.0
166 0 1051 0.0
167 0 1056 0.0
168 0 1066 0.0
169 0 1073 0.0
170 0 1082 0.0
171 0 1086 0.0
172 0 1097 0.0
173 0 1105 0.0
174 0 1108 0.0
175 0 1115 0.0
176 0 1122 0.0
177 0 1129 0.0
178 0 1135 0.0
179 0 1140 0.0
180 0 1145 0.0
181 0 1154 0.0
182 0 1165 0.0
183 0 1178 0.0
184 0 1184 0.0
185 0 1191 0.0
186 0 1202 0.0
187 0 1206 0.0
188 0 1215 0.0
189 0 1222 0.0
190 0 1231 0.0
191 0 1237 0.0
192 0 1245 0.0
193 0 1251 0.0
194 0 1255 0.0
195 0 1264 0.0
196 0 1270 0.0
197 0 1274 0.0
198 0 1285 0.0
199 0 1291 0.0
200 0 1293 0.0
201 0 1301 0.0
202 0 1306 0.0
203 0 1312 0.0
204 0 1315 0.0
205 0 1321 0.0
206 0 1328 0.0
207 0 1335 0.0
208 0 1346 0.0
209 0 1347 0.0
210 0 1355 0.0
211 0 1362 0.0
212 0 1366 0.0
213 0 1374 0.0
214 0 1383 0.0
215 0 1387 0.0
216 0 1392 0.0
217 0 1397 0.0
218 0 1403 0.0
219 0 1411 0.0
220 0 1420 0.0
221 0 1425 0.0
222 0 1430 0.0
223 0 1439 0.0
224 0 1446 0.0
225 0 1453 0.0
226 0 1457 0.0
227 0 1468 0.0
228 0 1473 0.0
229 0 1479 0.0
230 0 1485 0.0
231 0 1489 0.0
232 0 1493 0.0
233 0 1499 0.0
234 0 1504 0.0
235 0 1511 0.0
236 0 1517 0.0
237 0 1523 0.0
238 0 1531 0.0
239 0 1539 0.0
240 0 1547 0.0
241 0 1551 0.0
242 0 1553 0.0
243 0 1559 0.0
244 0 1564 0.0
245 0 1573 0.0
246 0 1582 0.0
247 0 1592 0.0
248 0 1597 0.0
249 0 1604 0.0
250 0 1610 0.0
251 0 1614 0.0
252 85 1621 0.05243676742751388
253 85 1625 0.052307692307692305
254 247 1633 0.15125535823637476
255 247 1643 0.1503347534996957
256 247 1651 0.14960629921259844
257 1161 1656 0.7010869565217391
258 1161 1661 0.6989765201685731
259 1595 1665 0.9579579579579579
