pedestrianId endTime-PID5 startTime-PID7
1 100.0 0.0
2 100.0 0.0
3 100.0 0.0
4 95.60000000000028 0.0
5 100.0 0.4
6 100.0 0.4
7 100.0 0.4
8 100.0 0.4
9 91.60000000000022 0.4
10 100.0 0.4
11 96.8000000000003 0.4
12 100.0 0.8
13 100.0 0.8
14 100.0 0.8
15 100.0 0.8
16 100.0 0.8
17 100.0 0.8
18 100.0 1.2000000000000002
19 100.0 1.2000000000000002
20 100.0 1.2000000000000002
21 86.80000000000015 1.2000000000000002
22 100.0 1.2000000000000002
23 100.0 1.6
24 100.0 1.6
25 100.0 1.6
26 100.0 1.6
27 100.0 1.6
28 100.0 1.6
29 100.0 2.0
30 100.0 2.0
31 100.0 2.0
32 100.0 2.0
33 100.0 2.0
34 100.0 2.0
35 100.0 2.4
36 100.0 2.4
37 100.0 2.4
38 100.0 2.4
39 100.0 2.4
40 100.0 2.4
41 100.0 2.4
42 100.0 2.8
43 100.0 2.8
44 100.0 2.8
45 100.0 2.8
46 100.0 2.8
47 100.0 2.8
48 100.0 2.8
49 100.0 2.8
50 100.0 2.8
51 100.0 2.8
52 100.0 3.1999999999999997
53 100.0 3.1999999999999997
54 100.0 3.1999999999999997
55 100.0 3.1999999999999997
56 100.0 3.1999999999999997
57 100.0 3.1999999999999997
58 100.0 3.1999999999999997
59 100.0 3.1999999999999997
60 100.0 3.1999999999999997
61 100.0 3.1999999999999997
62 100.0 3.1999999999999997
63 100.0 3.1999999999999997
64 100.0 3.5999999999999996
65 100.0 3.5999999999999996
66 100.0 3.5999999999999996
67 100.0 3.5999999999999996
68 100.0 3.5999999999999996
69 100.0 3.5999999999999996
70 100.0 3.5999999999999996
71 100.0 3.9999999999999996
72 100.0 3.9999999999999996
73 100.0 3.9999999999999996
74 86.00000000000014 3.9999999999999996
75 100.0 4.3999999999999995
76 100.0 4.3999999999999995
77 100.0 4.3999999999999995
78 100.0 4.3999999999999995
79 100.0 4.3999999999999995
80 99.60000000000034 4.3999999999999995
81 100.0 4.3999999999999995
82 100.0 4.3999999999999995
83 100.0 4.3999999999999995
84 100.0 4.3999999999999995
85 100.0 4.3999999999999995
86 100.0 4.3999999999999995
87 100.0 4.8
88 100.0 4.8
89 100.0 4.8
90 100.0 4.8
91 100.0 4.8
92 100.0 4.8
93 100.0 5.2
94 100.0 5.2
95 100.0 5.2
96 100.0 5.2
97 100.0 5.2
98 100.0 5.2
99 100.0 5.2
100 100.0 5.2
101 100.0 5.6000000000000005
102 100.0 5.6000000000000005
103 100.0 5.6000000000000005
104 100.0 5.6000000000000005
105 100.0 5.6000000000000005
106 100.0 5.6000000000000005
107 100.0 5.6000000000000005
108 100.0 6.000000000000001
109 100.0 6.000000000000001
110 100.0 6.000000000000001
111 100.0 6.000000000000001
112 100.0 6.000000000000001
113 100.0 6.000000000000001
114 100.0 6.000000000000001
115 100.0 6.000000000000001
116 100.0 6.400000000000001
117 100.0 6.400000000000001
118 100.0 6.400000000000001
119 100.0 6.400000000000001
120 95.60000000000028 6.400000000000001
121 100.0 6.400000000000001
122 100.0 6.800000000000002
123 100.0 6.800000000000002
124 100.0 6.800000000000002
125 100.0 6.800000000000002
126 100.0 6.800000000000002
127 100.0 6.800000000000002
128 100.0 6.800000000000002
129 100.0 6.800000000000002
130 100.0 6.800000000000002
131 100.0 6.800000000000002
132 100.0 6.800000000000002
133 100.0 6.800000000000002
134 100.0 6.800000000000002
135 100.0 7.200000000000002
136 100.0 7.200000000000002
137 100.0 7.200000000000002
138 100.0 7.200000000000002
139 100.0 7.200000000000002
140 100.0 7.200000000000002
141 100.0 7.600000000000002
142 100.0 7.600000000000002
143 100.0 7.600000000000002
144 100.0 7.600000000000002
145 100.0 7.600000000000002
146 100.0 7.600000000000002
147 100.0 7.600000000000002
148 100.0 7.600000000000002
149 100.0 7.600000000000002
150 100.0 7.600000000000002
151 100.0 8.000000000000002
152 100.0 8.000000000000002
153 100.0 8.000000000000002
154 100.0 8.000000000000002
155 100.0 8.000000000000002
156 100.0 8.000000000000002
157 100.0 8.000000000000002
158 94.80000000000027 8.000000000000002
159 100.0 8.400000000000002
160 100.0 8.400000000000002
161 100.0 8.400000000000002
162 100.0 8.400000000000002
163 100.0 8.400000000000002
164 100.0 8.800000000000002
165 100.0 8.800000000000002
166 100.0 8.800000000000002
167 100.0 8.800000000000002
168 100.0 8.800000000000002
169 100.0 8.800000000000002
170 100.0 8.800000000000002
171 90.4000000000002 8.800000000000002
172 100.0 8.800000000000002
173 100.0 9.200000000000003
174 100.0 9.200000000000003
175 100.0 9.200000000000003
176 100.0 9.200000000000003
177 100.0 9.200000000000003
178 100.0 9.200000000000003
179 85.60000000000014 9.200000000000003
180 100.0 9.200000000000003
181 100.0 9.200000000000003
182 100.0 9.200000000000003
183 100.0 9.600000000000003
184 100.0 9.600000000000003
185 100.0 9.600000000000003
186 100.0 9.600000000000003
187 100.0 9.600000000000003
188 100.0 9.600000000000003
189 100.0 9.600000000000003
190 100.0 10.000000000000004
191 100.0 10.000000000000004
192 100.0 10.000000000000004
193 100.0 10.000000000000004
194 100.0 10.000000000000004
195 100.0 10.000000000000004
196 100.0 10.400000000000004
197 100.0 10.400000000000004
198 100.0 10.400000000000004
199 100.0 10.400000000000004
200 100.0 10.400000000000004
201 100.0 10.400000000000004
202 100.0 10.400000000000004
203 100.0 10.400000000000004
204 100.0 10.400000000000004
205 100.0 10.800000000000004
206 100.0 10.800000000000004
207 100.0 10.800000000000004
208 100.0 10.800000000000004
209 100.0 10.800000000000004
210 100.0 10.800000000000004
211 100.0 10.800000000000004
212 100.0 10.800000000000004
213 100.0 11.200000000000005
214 100.0 11.200000000000005
215 100.0 11.200000000000005
216 100.0 11.200000000000005
217 100.0 11.200000000000005
218 100.0 11.200000000000005
219 100.0 11.200000000000005
220 100.0 11.200000000000005
221 100.0 11.200000000000005
222 100.0 11.600000000000005
223 100.0 11.600000000000005
224 100.0 11.600000000000005
225 100.0 11.600000000000005
226 100.0 11.600000000000005
227 100.0 11.600000000000005
228 100.0 11.600000000000005
229 100.0 11.600000000000005
230 100.0 11.600000000000005
231 96.40000000000029 11.600000000000005
232 100.0 12.000000000000005
233 100.0 12.000000000000005
234 100.0 12.000000000000005
235 100.0 12.000000000000005
236 100.0 12.000000000000005
237 100.0 12.000000000000005
238 100.0 12.400000000000006
239 100.0 12.400000000000006
240 100.0 12.400000000000006
241 100.0 12.400000000000006
242 100.0 12.400000000000006
243 100.0 12.800000000000006
244 100.0 12.800000000000006
245 100.0 12.800000000000006
246 100.0 12.800000000000006
247 100.0 12.800000000000006
248 100.0 12.800000000000006
249 100.0 12.800000000000006
250 100.0 13.200000000000006
251 100.0 13.200000000000006
252 100.0 13.200000000000006
253 100.0 13.200000000000006
254 100.0 13.200000000000006
255 100.0 13.200000000000006
256 100.0 13.200000000000006
257 100.0 13.200000000000006
258 100.0 13.200000000000006
259 100.0 13.600000000000007
260 100.0 13.600000000000007
261 100.0 13.600000000000007
262 100.0 13.600000000000007
263 100.0 13.600000000000007
264 100.0 13.600000000000007
265 100.0 13.600000000000007
266 100.0 13.600000000000007
267 100.0 13.600000000000007
268 100.0 13.600000000000007
269 100.0 13.600000000000007
270 100.0 13.600000000000007
271 100.0 13.600000000000007
272 100.0 13.600000000000007
273 100.0 14.000000000000007
274 100.0 14.000000000000007
275 100.0 14.000000000000007
276 100.0 14.000000000000007
277 100.0 14.000000000000007
278 100.0 14.000000000000007
279 100.0 14.000000000000007
280 100.0 14.000000000000007
281 100.0 14.000000000000007
282 100.0 14.000000000000007
283 100.0 14.000000000000007
284 100.0 14.000000000000007
285 100.0 14.000000000000007
286 100.0 14.000000000000007
287 100.0 14.000000000000007
288 100.0 14.000000000000007
289 100.0 14.400000000000007
290 100.0 14.400000000000007
291 100.0 14.400000000000007
292 100.0 14.800000000000008
293 100.0 14.800000000000008
294 100.0 14.800000000000008
295 100.0 14.800000000000008
296 100.0 14.800000000000008
297 100.0 14.800000000000008
298 100.0 14.800000000000008
299 100.0 15.200000000000008
300 100.0 15.200000000000008
301 100.0 15.200000000000008
302 100.0 15.200000000000008
303 100.0 15.200000000000008
304 100.0 15.200000000000008
305 100.0 15.200000000000008
306 100.0 15.600000000000009
307 100.0 15.600000000000009
308 100.0 15.600000000000009
309 100.0 15.600000000000009
310 100.0 15.600000000000009
311 100.0 15.600000000000009
312 100.0 15.600000000000009
313 100.0 15.600000000000009
314 100.0 15.600000000000009
315 100.0 15.600000000000009
316 100.0 15.600000000000009
317 100.0 15.600000000000009
318 100.0 15.600000000000009
319 100.0 16.000000000000007
320 100.0 16.000000000000007
321 100.0 16.000000000000007
322 100.0 16.000000000000007
323 100.0 16.000000000000007
324 100.0 16.000000000000007
325 100.0 16.000000000000007
326 100.0 16.000000000000007
327 100.0 16.000000000000007
328 100.0 16.000000000000007
329 100.0 16.000000000000007
330 100.0 16.400000000000006
331 100.0 16.400000000000006
332 100.0 16.400000000000006
333 100.0 16.400000000000006
334 100.0 16.400000000000006
335 100.0 16.400000000000006
336 100.0 16.800000000000004
337 100.0 16.800000000000004
338 100.0 16.800000000000004
339 100.0 16.800000000000004
340 100.0 16.800000000000004
341 100.0 16.800000000000004
342 100.0 17.200000000000003
343 100.0 17.200000000000003
344 100.0 17.200000000000003
345 100.0 17.200000000000003
346 100.0 17.6
347 100.0 17.6
348 100.0 17.6
349 100.0 17.6
350 100.0 17.6
351 100.0 17.6
352 100.0 17.6
353 100.0 17.6
354 100.0 17.6
355 100.0 18.0
356 100.0 18.0
357 100.0 18.0
358 100.0 18.0
359 100.0 18.4
360 100.0 18.4
361 100.0 18.4
362 100.0 18.4
363 100.0 18.4
364 100.0 18.4
365 100.0 18.4
366 100.0 18.799999999999997
367 100.0 18.799999999999997
368 100.0 18.799999999999997
369 100.0 19.199999999999996
370 100.0 19.199999999999996
371 100.0 19.199999999999996
372 100.0 19.199999999999996
373 100.0 19.199999999999996
374 100.0 19.199999999999996
375 100.0 19.199999999999996
376 100.0 19.199999999999996
377 100.0 19.199999999999996
378 100.0 19.199999999999996
379 100.0 19.199999999999996
380 100.0 19.599999999999994
381 100.0 19.599999999999994
382 100.0 19.599999999999994
383 100.0 19.599999999999994
384 100.0 19.599999999999994
385 100.0 19.599999999999994
386 100.0 19.599999999999994
387 100.0 19.599999999999994
388 100.0 19.599999999999994
389 100.0 19.599999999999994
390 100.0 19.999999999999993
391 100.0 19.999999999999993
392 100.0 19.999999999999993
393 100.0 19.999999999999993
394 100.0 19.999999999999993
395 100.0 19.999999999999993
396 100.0 19.999999999999993
397 100.0 19.999999999999993
398 100.0 19.999999999999993
399 100.0 19.999999999999993
400 100.0 19.999999999999993
401 100.0 20.39999999999999
402 100.0 20.39999999999999
403 100.0 20.39999999999999
404 100.0 20.79999999999999
405 100.0 20.79999999999999
406 100.0 20.79999999999999
407 100.0 20.79999999999999
408 100.0 20.79999999999999
409 100.0 20.79999999999999
410 100.0 20.79999999999999
411 100.0 20.79999999999999
412 100.0 21.19999999999999
413 100.0 21.19999999999999
414 100.0 21.19999999999999
415 97.2000000000003 21.19999999999999
416 100.0 21.19999999999999
417 100.0 21.599999999999987
418 100.0 21.599999999999987
419 100.0 21.599999999999987
420 100.0 21.599999999999987
421 100.0 21.599999999999987
422 100.0 21.599999999999987
423 100.0 21.599999999999987
424 100.0 21.599999999999987
425 100.0 21.599999999999987
426 100.0 21.599999999999987
427 100.0 21.999999999999986
428 100.0 21.999999999999986
429 100.0 21.999999999999986
430 100.0 21.999999999999986
431 100.0 21.999999999999986
432 100.0 21.999999999999986
433 100.0 21.999999999999986
434 100.0 21.999999999999986
435 100.0 21.999999999999986
436 100.0 22.399999999999984
437 100.0 22.399999999999984
438 100.0 22.399999999999984
439 100.0 22.399999999999984
440 100.0 22.399999999999984
441 100.0 22.799999999999983
442 100.0 22.799999999999983
443 100.0 22.799999999999983
444 100.0 22.799999999999983
445 100.0 22.799999999999983
446 100.0 22.799999999999983
447 100.0 22.799999999999983
448 100.0 23.19999999999998
449 100.0 23.19999999999998
450 100.0 23.19999999999998
451 100.0 23.19999999999998
452 100.0 23.19999999999998
453 100.0 23.19999999999998
454 100.0 23.19999999999998
455 100.0 23.19999999999998
456 100.0 23.59999999999998
457 100.0 23.59999999999998
458 100.0 23.59999999999998
459 100.0 23.59999999999998
460 100.0 23.59999999999998
461 100.0 23.99999999999998
462 100.0 23.99999999999998
463 100.0 23.99999999999998
464 100.0 23.99999999999998
465 100.0 23.99999999999998
466 100.0 23.99999999999998
467 100.0 23.99999999999998
468 100.0 23.99999999999998
469 100.0 23.99999999999998
470 100.0 23.99999999999998
471 100.0 23.99999999999998
472 100.0 23.99999999999998
473 100.0 23.99999999999998
474 100.0 23.99999999999998
475 100.0 24.399999999999977
476 100.0 24.399999999999977
477 100.0 24.399999999999977
478 100.0 24.399999999999977
479 100.0 24.799999999999976
480 100.0 24.799999999999976
481 100.0 24.799999999999976
482 100.0 24.799999999999976
483 100.0 24.799999999999976
484 100.0 24.799999999999976
485 100.0 24.799999999999976
486 100.0 25.199999999999974
487 100.0 25.199999999999974
488 100.0 25.199999999999974
489 100.0 25.199999999999974
490 100.0 25.199999999999974
491 100.0 25.199999999999974
492 100.0 25.199999999999974
493 100.0 25.599999999999973
494 100.0 25.599999999999973
495 100.0 25.599999999999973
496 100.0 25.599999999999973
497 100.0 25.599999999999973
498 100.0 25.599999999999973
499 100.0 25.599999999999973
500 100.0 25.99999999999997
501 100.0 25.99999999999997
502 100.0 25.99999999999997
503 100.0 25.99999999999997
504 100.0 25.99999999999997
505 100.0 25.99999999999997
506 100.0 25.99999999999997
507 100.0 26.39999999999997
508 100.0 26.39999999999997
509 100.0 26.39999999999997
510 100.0 26.39999999999997
511 100.0 26.39999999999997
512 100.0 26.39999999999997
513 100.0 26.79999999999997
514 100.0 26.79999999999997
515 100.0 26.79999999999997
516 100.0 26.79999999999997
517 100.0 26.79999999999997
518 100.0 26.79999999999997
519 100.0 26.79999999999997
520 100.0 26.79999999999997
521 100.0 26.79999999999997
522 100.0 27.199999999999967
523 100.0 27.199999999999967
524 100.0 27.199999999999967
525 100.0 27.199999999999967
526 100.0 27.199999999999967
527 100.0 27.199999999999967
528 100.0 27.199999999999967
529 100.0 27.199999999999967
530 100.0 27.599999999999966
531 100.0 27.599999999999966
532 100.0 27.599999999999966
533 100.0 27.599999999999966
534 100.0 27.599999999999966
535 100.0 27.999999999999964
536 100.0 27.999999999999964
537 100.0 27.999999999999964
538 100.0 27.999999999999964
539 100.0 27.999999999999964
540 100.0 27.999999999999964
541 100.0 27.999999999999964
542 100.0 27.999999999999964
543 100.0 27.999999999999964
544 100.0 27.999999999999964
545 100.0 27.999999999999964
546 100.0 28.399999999999963
547 100.0 28.399999999999963
548 100.0 28.399999999999963
549 100.0 28.399999999999963
550 100.0 28.79999999999996
551 100.0 28.79999999999996
552 100.0 28.79999999999996
553 100.0 28.79999999999996
554 100.0 28.79999999999996
555 100.0 29.19999999999996
556 100.0 29.19999999999996
557 100.0 29.19999999999996
558 100.0 29.19999999999996
559 100.0 29.19999999999996
560 100.0 29.19999999999996
561 100.0 29.19999999999996
562 100.0 29.19999999999996
563 100.0 29.19999999999996
564 100.0 29.19999999999996
565 100.0 29.59999999999996
566 100.0 29.59999999999996
567 100.0 29.59999999999996
568 100.0 29.59999999999996
569 100.0 29.999999999999957
570 100.0 29.999999999999957
571 100.0 29.999999999999957
572 100.0 29.999999999999957
573 100.0 29.999999999999957
574 100.0 29.999999999999957
575 100.0 29.999999999999957
576 100.0 30.399999999999956
